country,AI_INDEX,LEGAL_WGI_SCORE,PQC,RES_INDEX,AI_OBSERVED,LEGAL_OBSERVED,PQC_OBSERVED,RES_OBSERVED,AI_IMPUTED,LEGAL_IMPUTED,PQC_IMPUTED,RES_IMPUTED,OBSERVED_COUNT,CONFIDENCE_SCORE,CONFIDENCE_TIER,AI_NORM,LEGAL_NORM,PQC_NORM,RES_NORM,QSSI_ENTROPY,QSSI_CRITIC,QSSI_PCA,QSSI_SCORE,RANK_ENTROPY,RANK_CRITIC,RANK_PCA,QSSI_KNN_SCORE,KNN_RANK
Kuwait,0.4451672017271014,0.5619613041168726,0.3539719626168224,0.5664796184894159,True,True,True,True,False,False,False,False,4,1.0,A,0.46649972354715635,0.5515177264840079,0.35453256245227444,0.7263625053460374,0.5249547870723033,0.5153717887226115,0.4980869237596162,0.5128044998515102,71.0,80.0,87.0,0.5128044998515102,78
Dominican Republic,0.49687845562053,0.4837470816098899,0.7787807986406118,0.2916710080424913,True,True,True,True,False,False,False,False,4,1.0,A,0.5214303819560455,0.46304460287518406,0.7908803316243046,0.2468569498502177,0.490344659922414,0.5155997249814023,0.5320665130904088,0.5126702993314083,82.0,79.0,73.0,0.5126702993314083,79
Türkiye,0.6721103858304366,0.3942686577959002,0.6518347634554611,0.24963995398588837,True,True,False,False,False,False,True,True,2,0.5,C,0.7075717839906595,0.3618298187007191,0.6604861058903263,0.17351818549814982,0.5374010589584991,0.531954409256447,0.5468159448344665,0.5387238043498042,64.0,69.0,70.0,0.511667612293476,80
Benin,0.4745324592805576,0.4278812747746087,0.5841121495327103,0.4796786347655915,True,True,True,True,False,False,False,False,4,1.0,A,0.49769318358357867,0.3998512056231274,0.5909239664012217,0.5749059922099085,0.505271622392039,0.5194095703687885,0.5034362532930955,0.5093724820179744,76.0,77.0,85.0,0.5093724820179744,81
Montenegro,0.4093138007105392,0.5286793346803573,0.7875955819881053,0.3333746476230859,True,True,True,True,False,False,False,False,4,1.0,A,0.42841418556935895,0.5138703562037621,0.799934547834624,0.31962441820125986,0.4825375651334098,0.5174986036056684,0.524218333884599,0.5080848342078924,87.0,78.0,76.0,0.5080848342078924,82
Ghana,0.5177079893507044,0.4831825899719507,0.6282922684791844,0.3350681388628944,True,True,True,True,False,False,False,False,4,1.0,A,0.5435567068080145,0.4624060701779488,0.6363041343951129,0.32257934183466075,0.4913684132763521,0.499511989095677,0.5137185983990549,0.5015330002570281,80.0,85.0,82.0,0.501533000257028,83
Colombia,0.6453604551979052,0.4377352101445263,0.6541762347296401,0.2117285367743431,True,True,False,True,False,False,True,False,3,0.75,B,0.6791564741421433,0.41099762393519657,0.6628911777260054,0.10736765571638102,0.4847712654847494,0.476064466558195,0.516567548337352,0.4924677601267654,86.0,91.0,80.0,0.5011577004054464,84
Bangladesh,0.5512465092727128,0.2813061278746889,0.6637638062871708,0.4272125185465458,True,True,True,True,False,False,False,False,4,1.0,A,0.5791832453787545,0.23405065587655957,0.6727391731209774,0.4833593912449411,0.4911770441361823,0.5093350571785956,0.494807269241715,0.4984397901854976,81.0,81.0,88.0,0.4984397901854976,85
San Marino,0.3385482993830599,0.7315062845905829,0.5259708395098438,0.37679104145346237,True,True,False,False,False,False,True,True,2,0.5,C,0.35324301318656093,0.7433009282331147,0.5312033844032604,0.39538042165181675,0.487781453436379,0.5051374263705992,0.5225370052697557,0.5051519616922446,85.0,83.0,78.0,0.49301065513500547,86
United Republic of Tanzania,0.4235684629791386,0.5002668069016047,0.6409384645009437,0.36970291185792487,True,False,False,False,False,True,True,True,1,0.25,D,0.443556305028002,0.48173112370056487,0.6492938345959295,0.3830125503773066,0.4525496240116382,0.4699291415655103,0.4740812376682499,0.4655200010817995,93.0,92.0,93.0,0.4854324142051015,87
South Africa,0.5727305175621046,0.4668883332338004,0.5044604927782498,0.3105128330477938,True,True,True,False,False,False,False,True,3,0.75,B,0.6020047906275016,0.44397459129468586,0.5091087596814661,0.27973350255731544,0.4976968063917769,0.4879045944177651,0.5043796735076558,0.4966603581057326,79.0,87.0,84.0,0.48194597550633744,88
Uzbekistan,0.6344231222816007,0.3713456332124479,0.5398258283772303,0.28728239525534405,True,True,True,False,False,False,False,True,3,0.75,B,0.6675382120986818,0.33590011534940317,0.5454347114650376,0.23919938697787993,0.5035474418519256,0.4944782097831199,0.507236178582285,0.5017539434057768,77.0,86.0,83.0,0.4792116715304738,89
Costa Rica,0.5350895708785564,0.6196565913730386,0.4689889549702634,0.2405479830122125,True,True,True,True,False,False,False,False,4,1.0,A,0.562020419165104,0.6167805663799829,0.4726737209556016,0.15765386965595637,0.4749755384100291,0.4565055541481158,0.5016452552169225,0.4777087825916891,89.0,95.0,86.0,0.4777087825916891,90
North Macedonia,0.3794552652239404,0.4750930531211059,0.8496176720475787,0.2259479988698936,True,True,True,False,False,False,False,True,3,0.75,B,0.39669673743351935,0.45325547619641265,0.8636413221337406,0.13217878175748282,0.4731376887711466,0.5203065611906347,0.5162030298267692,0.5032157599295168,90.0,74.0,81.0,0.4600058248788774,91
Ethiopia,0.4576270522875272,0.3197001893962491,0.5929269328802039,0.4300185938850485,True,True,True,False,False,False,False,True,3,0.75,B,0.47973529111569935,0.27748064139535095,0.5999781826115413,0.48825563052857773,0.4237675657799565,0.4401117179326755,0.4365783570514624,0.4334858802546981,100.0,99.0,106.0,0.45904098684982925,92
Morocco,0.4340845645761779,0.4499010939512184,0.796516567544605,0.2001909856827422,True,True,True,True,False,False,False,False,4,1.0,A,0.4547271110156237,0.4247592354086593,0.8090978509872369,0.0872361182210958,0.4235948378483402,0.4553380534379773,0.4805425593010063,0.453158483529108,101.0,96.0,92.0,0.4531584835291079,93
Kenya,0.6230120368442038,0.3828781232875737,0.4955395072217502,0.2175382202561744,True,True,True,True,False,False,False,False,4,1.0,A,0.6554167029678434,0.34894525454826236,0.4999454565288535,0.11750480353238232,0.4439662507761795,0.4264841807135499,0.4637480562999543,0.4447328292632279,94.0,107.0,95.0,0.44473282926322794,94
Tunisia,0.4144454671830577,0.4221027110740237,0.796516567544605,0.2013285318234645,True,True,True,True,False,False,False,False,4,1.0,A,0.4338653358866806,0.3933147015938548,0.8090978509872369,0.08922098941280292,0.4083024163224009,0.4429839653570909,0.4647768000645942,0.4386877272480286,107.0,97.0,94.0,0.4386877272480286,95
Nigeria,0.5835579640472963,0.2750575090100442,0.5751911639762107,0.2713867808869889,True,True,True,True,False,False,False,False,4,1.0,A,0.6135063250042221,0.22698244230265643,0.5817606632486091,0.21146359156284672,0.4310619071295168,0.4315132772205194,0.4474271436192627,0.436667442656433,95.0,104.0,99.0,0.436667442656433,96
Mongolia,0.427361966866255,0.433235355213235,0.4867247238742566,0.3697003596208008,True,True,True,True,False,False,False,False,4,1.0,A,0.4475859823323936,0.40590754940914253,0.4908912403185339,0.38300809705294403,0.4305592367783763,0.435177995493147,0.4378044794744089,0.4345139039153107,96.0,103.0,105.0,0.43451390391531075,97
Panama,0.3780987882333529,0.4550758091891383,0.5751911639762107,0.3411463829258876,True,True,True,True,False,False,False,False,4,1.0,A,0.395255809809466,0.4306126877119674,0.5817606632486091,0.33318509320149303,0.4190437023390919,0.4366759394309758,0.4403065440885326,0.4320087286195334,103.0,101.0,102.0,0.4320087286195334,98
Côte D'Ivoire,0.4542193619161699,0.44787601672436794,0.49096093583298095,0.316678098376859,True,False,False,False,False,True,True,True,1,0.25,D,0.4761154470458174,0.4224685406722568,0.49524251901421934,0.29049109480154933,0.4654293510825033,0.4796994618042415,0.4858080024777245,0.4769789384548231,91.0,89.0,91.0,0.4315842818121325,99
Botswana,0.3540654446025904,0.5953814693423877,0.477909940526763,0.3168220363280914,True,True,True,True,False,False,False,False,4,1.0,A,0.36972621441180664,0.5893214188848412,0.4818370241082143,0.2907422479482807,0.4222078793634229,0.4263058299063321,0.4449482915599245,0.4311540002765598,102.0,108.0,100.0,0.43115400027655987,100
Nepal,0.4195563972366614,0.356052234405786,0.4584846356153159,0.4445753857549452,True,True,False,True,False,False,True,False,3,0.75,B,0.43929445879104523,0.31860077106582296,0.4618840764649083,0.5136553534865306,0.4546853592079495,0.4789980582574027,0.459632850930832,0.4644387561320614,92.0,90.0,96.0,0.42970220993773967,101
Jamaica,0.4529910857618803,0.4980929489582634,0.4424384027187765,0.297716791509383,True,True,True,True,False,False,False,False,4,1.0,A,0.474810701699628,0.4792721335531899,0.4454019853823497,0.257406061666564,0.4249435657309249,0.4177127499682641,0.4399578478475296,0.4275380545155728,98.0,113.0,104.0,0.42753805451557286,102
Senegal,0.4393420098712652,0.4862027587609999,0.3539719626168224,0.3666662555199322,True,True,True,True,False,False,False,False,4,1.0,A,0.4603118708089762,0.4658223768038851,0.35453256245227444,0.3777139770108061,0.4277408230200933,0.4148437603139322,0.4258876408398562,0.4228240747246272,97.0,114.0,108.0,0.42282407472462724,103
Namibia,0.3713029329026881,0.5334794626326764,0.6095773646030872,0.2090060451571411,True,True,False,True,False,False,True,False,3,0.75,B,0.3880368626817419,0.5193000888029168,0.617080884160867,0.10261725923820629,0.394302827487721,0.4101778795832324,0.4404171879772132,0.4149659650160556,113.0,115.0,101.0,0.4137588415524627,104
El Salvador,0.3990931516101961,0.3969775670809071,0.503982176866726,0.3408857799468186,True,True,False,True,False,False,True,False,3,0.75,B,0.41755722616154595,0.36489403973796214,0.508617451442903,0.33273037463922117,0.4184528192071575,0.4401892334802549,0.4400812074618864,0.4329077533830996,104.0,98.0,103.0,0.4082676976291006,105
Cabo Verde,0.3131951075720809,0.5983001913788477,0.5247252264345423,0.2561043729188966,True,True,False,True,False,False,True,False,3,0.75,B,0.32631139938709525,0.5926229725822966,0.5299239371776645,0.18479776216930538,0.4048323262471787,0.4259857815552862,0.4490694709247082,0.4266291929090577,109.0,109.0,98.0,0.4065922870375396,106
Ecuador,0.6220218479573252,0.3404036848024685,0.3893372982158029,0.1945621115089828,True,True,True,True,False,False,False,False,4,1.0,A,0.6543648675662593,0.30089969293735963,0.39085851423584594,0.07741445931049967,0.4068331199399053,0.3785311615947834,0.4193606823579235,0.4015749879642041,108.0,132.0,112.0,0.4015749879642041,107
Fiji,0.3599455796739829,0.581653791059161,0.3274214103653356,0.3227530387539071,True,True,True,False,False,False,False,True,3,0.75,B,0.3759724309833572,0.5737931615080496,0.32726082687902264,0.3010910816628163,0.4111661270564155,0.3999069435553917,0.4154341378994541,0.4088357361704204,105.0,122.0,114.0,0.3982458980948024,108
Armenia,0.3862511205546053,0.4808759404353455,0.362786745964316,0.34632724617374605,True,True,True,False,False,False,False,True,3,0.75,B,0.40391568456124355,0.4597968709423994,0.36358677866259403,0.34222503087146655,0.4007412695454723,0.3939662538265883,0.4031476673470805,0.399285063573047,111.0,127.0,118.0,0.396638953768868,109
Seychelles,0.2132804885327768,0.6577219598234414,0.3350957773152515,0.3779320618281072,True,True,False,True,False,False,True,False,3,0.75,B,0.22017636309860633,0.6598387460841568,0.3351436499618641,0.39737135493329695,0.4241796047386161,0.4574169130178539,0.4575590323332062,0.4463851833632254,99.0,93.0,97.0,0.3842670601868657,110
Mexico,0.500762320526709,0.3467610006428698,0.362786745964316,0.2448524026908713,True,True,True,True,False,False,False,False,4,1.0,A,0.5255560459151378,0.30809086063218577,0.36358677866259403,0.1651645264208435,0.372129057281266,0.3546330947202454,0.3802795776455867,0.369013909882366,119.0,145.0,132.0,0.36901390988236604,111
Kyrgyzstan,0.3000051028179664,0.40922327704345246,0.5929269328802039,0.25829991913530476,True,False,True,False,False,True,False,True,2,0.5,C,0.3123002201754467,0.37874594769622844,0.5999781826115413,0.18862870693629574,0.3971423838102034,0.4246490461730263,0.4214786855343627,0.4144233718391975,112.0,110.0,109.0,0.3664417414382035,112
Algeria,0.4499496834942319,0.3585966585677635,0.3451571792693288,0.2755542924048365,True,True,True,True,False,False,False,False,4,1.0,A,0.47157994985221546,0.32147893243060316,0.3454783462419549,0.21873536125794757,0.3626093858852771,0.3489401375203335,0.3673976998262071,0.3596490744106059,125.0,148.0,138.0,0.3596490744106059,113
Trinidad and Tobago,0.3066373395088269,0.4455109750341536,0.5923838454084177,0.1895207317474974,True,True,False,True,False,False,True,False,3,0.75,B,0.31934536220397625,0.41979329032658375,0.5994203434455831,0.0686179023210187,0.3362532506331205,0.3609445010149232,0.3841611687965552,0.360452973481533,141.0,144.0,128.0,0.35543038664541987,114
Antigua and Barbuda,0.2048522291268782,0.6072894192836624,0.1503823279524214,0.4546139035781736,True,True,True,True,False,False,False,False,4,1.0,A,0.21122338277906014,0.6027912648196778,0.14541289407657904,0.5311712714097483,0.362356425974792,0.3499033329393443,0.3447504596639836,0.3523367395260399,126.0,147.0,150.0,0.35233673952603994,115
Paraguay,0.3500533788601133,0.3713850121089205,0.5164647402523922,0.2345925387626072,True,True,False,True,False,False,True,False,3,0.75,B,0.36546436817485006,0.33594465934490075,0.5214390743118277,0.1472623881136307,0.3513829132789323,0.37553557784197,0.3886042576803741,0.3718409162670921,132.0,136.0,126.0,0.3499709021115541,116
Pakistan,0.5032371872404733,0.2905122619104253,0.4689889549702634,0.1501952428715164,True,True,True,True,False,False,False,False,4,1.0,A,0.5281849912186396,0.24446430455062765,0.4726737209556016,0.0,0.3395641537984986,0.332209662525472,0.3674574038728265,0.3464104067322657,138.0,155.0,137.0,0.3464104067322657,117
Vanuatu,0.2438007646197809,0.4440861468859525,0.4197351896447051,0.3388281329013901,True,True,False,True,False,False,True,False,3,0.75,B,0.2525967500367242,0.4181815758220271,0.4220820929087535,0.32914004612685055,0.3650796953687789,0.400962540513136,0.3946215954679323,0.3868879437832825,124.0,120.0,121.0,0.34355239641111246,118
Togo,0.2933923915391562,0.3481284803612382,0.44084651564787364,0.3385973020780932,True,True,False,True,False,False,True,False,3,0.75,B,0.30527581915895746,0.30963770464952506,0.44376685844227975,0.3287372761336887,0.3600686170858466,0.3940533706912755,0.3841368051766834,0.3794195976512685,128.0,125.0,129.0,0.3407689254462137,119
Maldives,0.1996851448508534,0.4499312203774921,0.2743203058623619,0.4547381138887519,True,True,True,True,False,False,False,False,4,1.0,A,0.2057346096404082,0.42479331334167675,0.2727173557325188,0.5313880023697982,0.3375350845293668,0.3442689875356053,0.3244785276127778,0.3354275332259167,140.0,151.0,155.0,0.3354275332259167,120
Tuvalu,0.0953299627086195,0.5357063741251519,0.20735990028378146,0.5408179286813268,True,True,False,True,False,False,True,False,3,0.75,B,0.0948825526536231,0.5218190912224844,0.20393812818502086,0.6815861688026609,0.4025267800816774,0.4569268551227644,0.4131583290147754,0.4242039880730724,110.0,94.0,115.0,0.33373962846587024,121
Uganda,0.3485503866280423,0.3342418160529067,0.2831350892098555,0.3680186843247699,True,True,True,True,False,False,False,False,4,1.0,A,0.36386780366180893,0.29392960798263595,0.28177157194283836,0.38007379071634323,0.3381174388191485,0.3317255232473856,0.3278165625039478,0.3325531748568273,139.0,156.0,153.0,0.33255317485682734,122
Guyana,0.2080413576428749,0.4210951410137612,0.2309659466616048,0.4729469762846325,True,True,False,True,False,False,True,False,3,0.75,B,0.21461105791637727,0.39217497447481076,0.22818537730617114,0.5631601170203687,0.3938364472484327,0.4383844757393876,0.4052789277493106,0.4124999502457103,114.0,100.0,117.0,0.3272740763903096,123
Barbados,0.1717337295172703,0.6669772305511315,0.2958987356554344,0.2728533184678624,True,True,False,True,False,False,True,False,3,0.75,B,0.17604301386324306,0.67030797642204,0.2948819128320683,0.214022510354469,0.3700670465520151,0.4038589025657277,0.4199113776299543,0.3979457755825658,120.0,118.0,110.0,0.327129323979612,124
"Venezuela, Bolivarian Republic of",0.2070694831611816,0.4855547105221325,0.192881821285005,0.44542277297109795,True,False,False,False,False,True,True,True,1,0.25,D,0.21357867712591658,0.4650893278761575,0.1890667862135494,0.5151339348058734,0.361575203427611,0.4009176463879757,0.3912506289140957,0.3845811595765608,127.0,121.0,124.0,0.3266034848776059,125
Bosnia and Herzegovina,0.3354885827102261,0.3881540341765276,0.3717077315208156,0.2549432841158808,True,True,True,True,False,False,False,False,4,1.0,A,0.34999280672802485,0.35491317574297715,0.3727500818152067,0.1827718120705635,0.3189595689072202,0.3181701933999199,0.3342443390992095,0.3237913671354498,149.0,160.0,152.0,0.32379136713544987,126
Saint Lucia,0.2017192548333025,0.4865113969740615,0.22582259879489675,0.4113072056160158,True,False,False,False,False,True,True,True,1,0.25,D,0.2078953578760301,0.4661714972822248,0.2229023224885729,0.45560667309071273,0.3593269991980561,0.399212200677522,0.3892036785324146,0.3825809594693309,129.0,123.0,125.0,0.3206759741580185,127
Democratic Republic of the Congo,0.2195818549234346,0.4754167610178115,0.2378935647888491,0.3826806237675022,True,False,False,False,False,True,True,True,1,0.25,D,0.22687003572599673,0.4536216429604667,0.23530116789045524,0.40565698261742544,0.3668329915805162,0.4049061062146978,0.3960377524880598,0.3892589500944246,123.0,117.0,120.0,0.31738836282163535,128
Burkina Faso,0.2873107980107238,0.3457137059670255,0.2477697536108751,0.3964978220282902,True,True,True,True,False,False,False,False,4,1.0,A,0.29881560186504874,0.3069061984525858,0.24544562015926694,0.42976621018733313,0.3204926192775459,0.3169928518008671,0.3060358281324323,0.3145070997369484,148.0,162.0,160.0,0.31450709973694846,129
Kiribati,0.1606657737509384,0.5066895171565442,0.18257645128350883,0.4390000363121789,True,True,False,True,False,False,True,False,3,0.75,B,0.16428599674008385,0.488996263211965,0.17848149506769054,0.5039270883230439,0.3842658742535376,0.4297343179332619,0.4054383983298776,0.4064795301722257,116.0,105.0,116.0,0.3105154040056224,130
Cambodia,0.3249565887217305,0.3055012264081449,0.2124044180118946,0.3840682768923968,True,True,True,True,False,False,False,False,4,1.0,A,0.338805118931113,0.26141928366144895,0.2091196683756954,0.40807825821503485,0.3153058192841262,0.3050509669886305,0.2966776602782753,0.305678148850344,152.0,164.0,163.0,0.305678148850344,131
Lesotho,0.2730036145402973,0.3863100548279978,0.3527020453839861,0.28133682273350336,True,True,False,False,False,False,True,True,2,0.5,C,0.2836176913748687,0.35282733243206227,0.3532281509038522,0.22882513032635293,0.3675567172497341,0.4028582374120647,0.3916824611697964,0.3873658052771984,122.0,119.0,123.0,0.3046090065774642,132
Solomon Islands,0.1387496350804999,0.3921028065990511,0.19797143321861319,0.5191449944200035,True,True,False,True,False,False,True,False,3,0.75,B,0.14100541782724704,0.35937988549784106,0.19429464548777808,0.6437696958570021,0.3741430016108608,0.4281451962374277,0.3806947473458452,0.3943276483980446,118.0,106.0,131.0,0.3017798670197853,133
Samoa,0.1674640510953324,0.6132492421239146,0.28117985486619695,0.2420002829906095,True,True,False,True,False,False,True,False,3,0.75,B,0.17150751666964126,0.6095328026874902,0.27976322825571187,0.16018794566891417,0.3423553617644116,0.3773527982893138,0.3945945127139715,0.371434224255899,135.0,133.0,122.0,0.29735146341747243,134
State of Palestine,0.3183988206584764,0.37092085751877973,0.23868782977593292,0.28844715147967176,True,False,False,False,False,True,True,True,1,0.25,D,0.3318390817479939,0.33541962431788297,0.2361170072183031,0.24123173625345454,0.4083565877155935,0.4364051301824626,0.4338442559365024,0.4262019912781862,106.0,102.0,107.0,0.2945162644832679,135
Cuba,0.277986343757603,0.3419236346590867,0.2786286152324228,0.32890262909809287,True,True,False,False,False,False,True,True,2,0.5,C,0.2889106320013692,0.3026190057072563,0.27714269019619214,0.3118213230816165,0.3577331015694209,0.3939816596822973,0.379987576288619,0.3772341125134457,130.0,126.0,133.0,0.2940675692343232,136
Palau,0.1577879901230943,0.620845503984753,0.20635237856881233,0.28082275100442844,True,True,False,False,False,False,True,True,2,0.5,C,0.1612290499918657,0.6181254216899862,0.20290323951171996,0.22792814151070453,0.3821131550540496,0.4214278114593451,0.4194701579103438,0.4076703748079129,117.0,112.0,111.0,0.29226347479544873,137
Gambia (Republic of The),0.187906560302883,0.4616492581570636,0.20681542024656832,0.3556899073661041,True,False,False,False,False,True,True,True,1,0.25,D,0.19322272188618372,0.4380483374497581,0.20337885862787033,0.35856166620709,0.3535228061128708,0.3948092482812736,0.3839190628845633,0.3774170390929026,131.0,124.0,130.0,0.2858344525946513,138
Grenada,0.0975655311481084,0.5567795170459108,0.2248974002371201,0.3638131436347989,True,True,False,True,False,False,True,False,3,0.75,B,0.09725730161160308,0.5456562747767704,0.2219519930874575,0.37273566502433797,0.343194169774718,0.3910224462514236,0.3790521242430026,0.3710895800897147,134.0,128.0,134.0,0.28451701761606774,139
Congo,0.1002223309068626,0.48744764706134347,0.2300339847068818,0.3927066496537002,True,False,True,False,False,True,False,True,2,0.5,C,0.10007950662542293,0.46723054980548523,0.22722810079633457,0.42315110372286785,0.255940529117328,0.2641584998983395,0.2575109281621436,0.2592033190592704,169.0,170.0,167.0,0.2776508125428596,140
Bolivia (Plurinational State of),0.225132330701489,0.34316971958077386,0.2656699848292554,0.3297322811287891,True,False,False,False,False,True,True,True,1,0.25,D,0.2327660692973247,0.30402853228400745,0.26383206906864504,0.31326895879143013,0.3691653412216035,0.4066753830616941,0.398161315785947,0.3913340133564149,121.0,116.0,119.0,0.2720485327699668,141
Tonga,0.1486992011236551,0.4975214161763795,0.16565458641194847,0.354179974671984,True,True,False,True,False,False,True,False,3,0.75,B,0.15157441727095797,0.4786256361664315,0.16109998752644342,0.3559270285438891,0.3451824625913055,0.3894548353479035,0.3782029374391261,0.3709467451261117,133.0,129.0,135.0,0.27122743918036274,142
Dominica,0.103263733174511,0.5592302091456025,0.22465784191913654,0.3122368462693197,True,True,False,True,False,False,True,False,3,0.75,B,0.10331025847283551,0.5484284097940793,0.22170592773105594,0.28274168310932024,0.3270356688201405,0.3725577965429882,0.3699143738625845,0.3565026130752378,146.0,137.0,136.0,0.26987688952517,143
Marshall Islands,0.07196940804226,0.5074425213986395,0.17344141873691707,0.4184476940783732,True,True,False,False,False,False,True,True,2,0.5,C,0.07006763226386545,0.48984803460664866,0.16909833084180334,0.46806590382982904,0.3156037908226937,0.3673354221255696,0.3518868948183333,0.3449420359221989,151.0,140.0,144.0,0.2686068243932715,144
Nauru,0.1213986273286956,0.5061455163677087,0.0972812234494477,0.3913675956910259,True,True,True,False,False,False,False,True,3,0.75,B,0.12257418268782087,0.48838090902840015,0.09086942293007524,0.42081462739060593,0.2543456286199753,0.2446714080326074,0.2455187168987005,0.2481785845170944,170.0,180.0,172.0,0.26070958295854874,145
Gabon,0.2365812559561215,0.2957377032633009,0.2057975438798119,0.356241865601403,True,True,False,True,False,False,True,False,3,0.75,B,0.24492777405132685,0.25037513641605147,0.20233333404301393,0.35952476208606204,0.3287018433004305,0.3707280577798411,0.35047617967961,0.3499686935866272,145.0,138.0,145.0,0.2591576269692618,146
Belarus,0.2819800950948946,0.273840813735871,0.263514609144527,0.28482659780253466,True,True,False,False,False,False,True,True,2,0.5,C,0.29315302362720225,0.2256061602412118,0.26161814767152464,0.23491433739417333,0.3411316187153628,0.3792029909796325,0.3606530810707813,0.3603292302552588,136.0,131.0,142.0,0.2589565294512874,147
Belize,0.1586499781736748,0.4261964513288163,0.21373022888913185,0.3316058894347962,True,True,False,True,False,False,True,False,3,0.75,B,0.16214470311558543,0.39794539376179583,0.21048149178794212,0.31653816345751545,0.3218053771156329,0.3666810902854436,0.3548717556322326,0.3477860743444364,147.0,141.0,143.0,0.2587353727085569,148
Angola,0.2274411567617198,0.2977401710398435,0.2920560747663551,0.3009719446820423,True,True,True,True,False,False,False,False,4,1.0,A,0.2352186366997987,0.2526402561530779,0.290934875095451,0.2630858838080228,0.2538602137168416,0.2597790370873347,0.2567590693169062,0.2567994400403608,171.0,173.0,168.0,0.2567994400403608,149
Eswatini,0.2420047419047426,0.3150557358363591,0.2300339847068818,0.31169257439094694,True,True,True,False,False,False,False,True,3,0.75,B,0.25068891174570745,0.2722270020861715,0.22722810079633457,0.28179199893110096,0.2746628255267127,0.2734771282776378,0.2651273416232722,0.2710890984758742,161.0,167.0,166.0,0.25677224969357393,150
Cameroon,0.3436592294366638,0.2599941544673645,0.23804161826826342,0.2200696394748562,True,True,False,True,False,False,True,False,3,0.75,B,0.3586721360909258,0.20994331584072606,0.23545324289450947,0.12192180333698359,0.3133790762522661,0.3413615753195586,0.3486263149101833,0.3344556554940027,154.0,153.0,146.0,0.25079996430717144,151
Papua New Guinea,0.2404834352674859,0.326978853742806,0.21253242862946342,0.2943451605370392,True,True,False,True,False,False,True,False,3,0.75,B,0.24907289262154259,0.28571400547926257,0.20925115610069026,0.2515230007985244,0.3156745445079773,0.3543049182749712,0.3470585205530118,0.3390126611119867,150.0,146.0,149.0,0.24969615217007432,152
Bahamas,0.2715555655237825,0.3518654476572236,0.18616989046542803,0.24699387786347665,True,False,False,False,False,True,True,True,1,0.25,D,0.2820794906951979,0.31386482804093035,0.18217254157548493,0.16890112419538433,0.3886727166981326,0.4214733135127204,0.4159224378194129,0.408689489343422,115.0,111.0,113.0,0.24623164689763236,153
Guatemala,0.2618465087617673,0.3121409483360726,0.159303313508921,0.2923819781985882,True,True,True,True,False,False,False,False,4,1.0,A,0.27176597399792535,0.26892989899493663,0.15457619722919166,0.24809750100720565,0.2480408249281827,0.2352534255188894,0.2403040051189544,0.2411994185220088,172.0,182.0,175.0,0.24119941852200888,154
Lao People's Democratic Republic,0.2653457711590519,0.3164787532445576,0.22377447834371983,0.2329903592567963,True,False,False,True,False,True,True,False,2,0.5,C,0.2754830911234248,0.27383666834657333,0.2207985696612268,0.14446679167038806,0.3409231304719848,0.3704816069374094,0.3851883981977031,0.3655310452023658,137.0,139.0,127.0,0.23797380062182352,155
Mauritania,0.2519152571237976,0.3001384654321052,0.159303313508921,0.2913083184900348,True,True,True,False,False,False,False,True,3,0.75,B,0.26121642916533794,0.25535312076281014,0.15457619722919166,0.24622410339376807,0.263663324187818,0.2542506639048677,0.2472871591041963,0.2550670490656274,167.0,175.0,171.0,0.2338813801780092,156
Chad,0.1065065938991995,0.2007546910387879,0.2212192013593882,0.4842051068569534,True,True,True,True,False,False,False,False,4,1.0,A,0.10675501104260648,0.14293375923522572,0.21817388458601497,0.5828041017745066,0.2340771693794999,0.2535711765696129,0.2065614540609396,0.2314032666700174,174.0,176.0,181.0,0.23140326667001754,157
Tajikistan,0.304365142258967,0.273922688120869,0.1238317757009345,0.2572818717583491,True,True,True,False,False,False,False,True,3,0.75,B,0.31693170402374926,0.225698773609371,0.11814115850332708,0.18685234566357478,0.273068260246127,0.2553262235110818,0.2507647686187528,0.2597197507919872,164.0,174.0,170.0,0.2270682946536963,158
Mozambique,0.1701757940696429,0.2754857281360427,0.2743203058623619,0.30406261966940906,True,True,True,False,False,False,False,True,3,0.75,B,0.17438808551683146,0.2274668284213415,0.2727173557325188,0.26847871274545726,0.2408423802548346,0.2530656033467835,0.2362030739565206,0.2433703525193796,173.0,177.0,176.0,0.22648246132823574,159
Lebanon,0.3142402396745158,0.2330648139015806,0.1769328802039082,0.24067374694167165,True,True,True,False,False,False,False,True,3,0.75,B,0.3274215986220496,0.1794818115232982,0.1726846296498309,0.15787331148042677,0.2746253195621591,0.2630066339245648,0.2548313079906701,0.2641544204924647,162.0,172.0,169.0,0.22590657554278146,160
Democratic People's Republic of Korea,0.0935156255883958,0.3756392477499287,0.13821394794146222,0.3900576075720149,True,False,False,False,False,True,True,True,1,0.25,D,0.09295525975148286,0.3407568981380995,0.13291398863497417,0.4185288672039883,0.3138590598852639,0.3647210716934247,0.3478059200427413,0.34212868387381,153.0,142.0,147.0,0.2236609181708141,161
Sierra Leone,0.143991187984131,0.2853842964313312,0.17582842391321693,0.3788767527858566,True,True,False,True,False,False,True,False,3,0.75,B,0.14657329581130943,0.2386637338979798,0.1715501734009873,0.3990197187226659,0.2954459736532614,0.3479270731773653,0.3171759977635696,0.3201830148647321,157.0,149.0,157.0,0.22272141450587063,162
