country,AI_INDEX,LEGAL_WGI_SCORE,PQC,RES_INDEX,AI_OBSERVED,LEGAL_OBSERVED,PQC_OBSERVED,RES_OBSERVED,AI_IMPUTED,LEGAL_IMPUTED,PQC_IMPUTED,RES_IMPUTED,OBSERVED_COUNT,CONFIDENCE_SCORE,CONFIDENCE_TIER,AI_NORM,LEGAL_NORM,PQC_NORM,RES_NORM
Norway,0.890230870661846,0.9247920136946012,0.796516567544605,0.7233035359814183,True,True,True,True,False,False,False,False,4,1.0,A,0.9392718674763171,0.9619388134504069,0.8090978509872369,1.0
Oman,0.6513333733020896,0.6219728920815022,0.5751911639762107,0.435304029798536,True,True,True,True,False,False,False,False,4,1.0,A,0.6855012501702279,0.6194006826750315,0.5817606632486091,0.497478034002809
Pakistan,0.5032371872404733,0.2905122619104253,0.4689889549702634,0.1501952428715164,True,True,True,True,False,False,False,False,4,1.0,A,0.5281849912186396,0.24446430455062765,0.4726737209556016,0.0
Palau,0.1577879901230943,0.620845503984753,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.1612290499918657,0.6181254216899862,0.622668266608487,0.3559270285438891
Panama,0.3780987882333529,0.4550758091891383,0.5751911639762107,0.3411463829258876,True,True,True,True,False,False,False,False,4,1.0,A,0.395255809809466,0.4306126877119674,0.5817606632486091,0.33318509320149303
Papua New Guinea,0.2404834352674859,0.326978853742806,0.615016992353441,0.2943451605370392,True,True,False,True,False,False,True,False,3,0.75,B,0.24907289262154259,0.28571400547926257,0.622668266608487,0.2515230007985244
Paraguay,0.3500533788601133,0.3713850121089205,0.615016992353441,0.2345925387626072,True,True,False,True,False,False,True,False,3,0.75,B,0.36546436817485006,0.33594465934490075,0.622668266608487,0.1472623881136307
Peru,0.6705341359776238,0.4155681176337643,0.681393372982158,0.2685364944856179,True,True,True,True,False,False,False,False,4,1.0,A,0.7058974010331245,0.3859230038355364,0.6908476055416165,0.20649020968085668
Philippines,0.7182405901697629,0.438949807293756,0.5486406117247239,0.3266419423350331,True,True,True,True,False,False,False,False,4,1.0,A,0.7565739316105571,0.4123715326729473,0.5544889276753572,0.30787671646845366
Poland,0.8372766592295362,0.651838110314837,0.9380841121495328,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.8830208683128651,0.6531831465245753,0.9545107450638158,0.3559270285438891
Portugal,0.7673731459526376,0.7015072825442665,0.8496176720475787,0.4112874191223301,True,True,True,True,False,False,False,False,4,1.0,A,0.8087653490537869,0.7093671329320342,0.8636413221337406,0.45557214821308734
Qatar,0.6568301168714523,0.6930377838391899,0.3893372982158029,0.4902462445082824,True,True,True,True,False,False,False,False,4,1.0,A,0.6913402063091022,0.6997867397270501,0.39085851423584594,0.5933451072423346
Republic of Korea,0.9183507486626918,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.9691424139563434,0.44435319589355654,0.622668266608487,0.3559270285438891
Republic of Moldova,0.5928091606796755,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.623333476423408,0.44435319589355654,0.622668266608487,0.3559270285438891
Romania,0.6618152681024874,0.5630706906556661,0.9380841121495328,0.3381785657104029,True,True,True,True,False,False,False,False,4,1.0,A,0.6966357197374362,0.5527726247522593,0.9545107450638158,0.3280066352186566
Russian Federation,0.6604954199222706,0.2914157776347408,0.615016992353441,0.4404920315660318,True,True,False,True,False,False,True,False,3,0.75,B,0.6952337013356296,0.24548632913640867,0.622668266608487,0.5065304274681761
Rwanda,0.5764678672268,0.5707738424204216,0.6460280373831776,0.4160237011195762,True,True,True,True,False,False,False,False,4,1.0,A,0.6059748176976061,0.561486153780818,0.6545216537580452,0.4638363489831464
Saint Kitts and Nevis,0.1288733266580864,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.13051423682802993,0.44435319589355654,0.622668266608487,0.3559270285438891
Saint Lucia,0.2017192548333025,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.2078953578760301,0.44435319589355654,0.622668266608487,0.3559270285438891
Saint Vincent and the Grenadines,0.1408203738733197,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.1432050752851157,0.44435319589355654,0.622668266608487,0.3559270285438891
Samoa,0.1674640510953324,0.6132492421239146,0.615016992353441,0.2420002829906095,True,True,False,True,False,False,True,False,3,0.75,B,0.17150751666964126,0.6095328026874902,0.622668266608487,0.16018794566891417
San Marino,0.3385482993830599,0.7315062845905829,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.35324301318656093,0.7433009282331147,0.622668266608487,0.3559270285438891
Sao Tome and Principe,0.0850128975548908,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.08392317458652611,0.44435319589355654,0.622668266608487,0.3559270285438891
Saudi Arabia,0.8473691074935811,0.6354236916438878,0.7875955819881053,0.4748710573334173,True,True,True,True,False,False,False,False,4,1.0,A,0.8937416454428136,0.6346157447721356,0.799934547834624,0.5665173901080499
Senegal,0.4393420098712652,0.4862027587609999,0.3539719626168224,0.3666662555199322,True,True,True,True,False,False,False,False,4,1.0,A,0.4603118708089762,0.4658223768038851,0.35453256245227444,0.3777139770108061
Serbia,0.733904250630777,0.4595242202315567,0.8141461342395921,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.7732127697247906,0.4356445707557911,0.8272062834078759,0.3559270285438891
Seychelles,0.2132804885327768,0.6577219598234414,0.615016992353441,0.3779320618281072,True,True,False,True,False,False,True,False,3,0.75,B,0.22017636309860633,0.6598387460841568,0.622668266608487,0.39737135493329695
Sierra Leone,0.143991187984131,0.2853842964313312,0.615016992353441,0.3788767527858566,True,True,False,True,False,False,True,False,3,0.75,B,0.14657329581130943,0.2386637338979798,0.622668266608487,0.3990197187226659
Singapore,0.8926495831531893,0.9467529926189896,0.8584324553950722,0.6450186156262884,True,True,True,True,False,False,False,False,4,1.0,A,0.9418411625455316,0.9867802852527345,0.8726955383440601,0.8634029182681577
Slovakia,0.5020638543017402,0.4672230367361789,0.9380841121495328,0.354179974671984,True,False,True,False,False,True,False,True,2,0.5,C,0.5269386097058208,0.44435319589355654,0.9545107450638158,0.3559270285438891
Slovenia,0.7389614484756891,0.6988159302417848,0.9027187765505524,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.7785848151967016,0.7063227717238013,0.9181847932802445,0.3559270285438891
Solomon Islands,0.1387496350804999,0.3921028065990511,0.615016992353441,0.5191449944200035,True,True,False,True,False,False,True,False,3,0.75,B,0.14100541782724704,0.35937988549784106,0.622668266608487,0.6437696958570021
Somalia,0.1498725340623882,0.4672230367361789,0.615016992353441,0.2619649703562118,True,False,False,True,False,True,True,False,2,0.5,C,0.15282079878377672,0.44435319589355654,0.622668266608487,0.1950237482661273
South Africa,0.5727305175621046,0.4668883332338004,0.5044604927782498,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.6020047906275016,0.44397459129468586,0.5091087596814661,0.3559270285438891
South Sudan,0.0077494154071724,0.0743948159425676,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.001849474457646319,0.0,0.622668266608487,0.3559270285438891
Spain,0.8851748838237983,0.6889226499688639,0.9027187765505524,0.4507107159205246,True,True,True,True,False,False,False,False,4,1.0,A,0.9339011084053224,0.695131847868428,0.9181847932802445,0.5243607127342336
Sri Lanka,0.5075972266814739,0.4224388172360691,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.5328164750669422,0.393694892831039,0.622668266608487,0.3559270285438891
State of Palestine,0.3183988206584764,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.3318390817479939,0.44435319589355654,0.622668266608487,0.3559270285438891
Sudan,0.0598416387889014,0.098329870948969,0.615016992353441,0.1810731530476861,True,True,False,True,False,False,True,False,3,0.75,B,0.05718482049737822,0.027074475872675145,0.622668266608487,0.0538779678245703
Suriname,0.0737471163521128,0.3785423411676922,0.615016992353441,0.1714482387703455,True,True,False,True,False,False,True,False,3,0.75,B,0.07195601594375871,0.34404077330255345,0.622668266608487,0.037083734704836224
Sweden,0.807195928866983,0.908237582907886,0.7610450297366185,0.5811283859477431,True,True,True,True,False,False,False,False,4,1.0,A,0.8510673920417107,0.9432130350136781,0.7726628122613722,0.7519227138344498
Switzerland,0.7265760665428697,0.922336409910996,0.796516567544605,0.556696497294005,True,True,True,True,False,False,False,False,4,1.0,A,0.7654283524735692,0.9591611225123963,0.8090978509872369,0.7092922215741452
Syrian Arab Republic,0.1358913768647058,0.0743948159425676,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.137969212091069,0.0,0.622668266608487,0.3559270285438891
Taiwan,0.7590376695795309,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.7999109281907748,0.44435319589355654,0.622668266608487,0.3559270285438891
Tajikistan,0.304365142258967,0.273922688120869,0.1238317757009345,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.31693170402374926,0.225698773609371,0.11814115850332708,0.3559270285438891
Thailand,0.7226189440159491,0.4707354303628075,0.5486406117247239,0.3676399120567997,True,True,True,True,False,False,False,False,4,1.0,A,0.7612248700699832,0.44832628960376786,0.5544889276753572,0.37941288199712914
Timor-Leste,0.080396456441294,0.3399575702057176,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.07901932618249499,0.30039506410392053,0.622668266608487,0.3559270285438891
Togo,0.2933923915391562,0.3481284803612382,0.615016992353441,0.3385973020780932,True,True,False,True,False,False,True,False,3,0.75,B,0.30527581915895746,0.30963770464952506,0.622668266608487,0.3287372761336887
Tonga,0.1486992011236551,0.4975214161763795,0.615016992353441,0.354179974671984,True,True,False,True,False,False,True,False,3,0.75,B,0.15157441727095797,0.4786256361664315,0.622668266608487,0.3559270285438891
Trinidad and Tobago,0.3066373395088269,0.4455109750341536,0.615016992353441,0.1895207317474974,True,True,False,True,False,False,True,False,3,0.75,B,0.31934536220397625,0.41979329032658375,0.622668266608487,0.0686179023210187
Tunisia,0.4144454671830577,0.4221027110740237,0.796516567544605,0.2013285318234645,True,True,True,True,False,False,False,False,4,1.0,A,0.4338653358866806,0.3933147015938548,0.8090978509872369,0.08922098941280292
Turkmenistan,0.1431475143387359,0.1742850609877841,0.615016992353441,0.1501952428715164,True,True,False,True,False,False,True,False,3,0.75,B,0.14567709729871312,0.11299226296613954,0.622668266608487,0.0
Tuvalu,0.0953299627086195,0.5357063741251519,0.615016992353441,0.5408179286813268,True,True,False,True,False,False,True,False,3,0.75,B,0.0948825526536231,0.5218190912224844,0.622668266608487,0.6815861688026609
Türkiye,0.6721103858304366,0.3942686577959002,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.7075717839906595,0.3618298187007191,0.622668266608487,0.3559270285438891
Uganda,0.3485503866280423,0.3342418160529067,0.2831350892098555,0.3680186843247699,True,True,True,True,False,False,False,False,4,1.0,A,0.36386780366180893,0.29392960798263595,0.28177157194283836,0.38007379071634323
Ukraine,0.7157303056524923,0.3602563960267648,0.8937977909940527,0.2106964565756289,True,True,True,True,False,False,False,False,4,1.0,A,0.753907363485725,0.32335636792330147,0.9090214901276316,0.1055668089809172
United Arab Emirates,0.7817914268610413,0.7280314666812258,0.840696686491079,0.6142531708339929,True,True,True,True,False,False,False,False,4,1.0,A,0.8240812736116244,0.7393703388267536,0.8544780189811279,0.8097211880224644
United Kingdom of Great Britain and Northern Ireland,0.9240477396822298,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.975194084416659,0.44435319589355654,0.622668266608487,0.3559270285438891
United Republic of Tanzania,0.4235684629791386,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.443556305028002,0.44435319589355654,0.622668266608487,0.3559270285438891
United States of America,0.947399817300537,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,1.0,0.44435319589355654,0.622668266608487,0.3559270285438891
Uruguay,0.6743093254595549,0.7147129937076987,0.8141461342395921,0.3008470431696006,True,True,True,True,False,False,False,False,4,1.0,A,0.7099076237263928,0.7243049598215165,0.8272062834078759,0.2628679467899351
Uzbekistan,0.6344231222816007,0.3713456332124479,0.5398258283772303,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.6675382120986818,0.33590011534940317,0.5454347114650376,0.3559270285438891
Vanuatu,0.2438007646197809,0.4440861468859525,0.615016992353441,0.3388281329013901,True,True,False,True,False,False,True,False,3,0.75,B,0.2525967500367242,0.4181815758220271,0.622668266608487,0.32914004612685055
"Venezuela, Bolivarian Republic of",0.2070694831611816,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.21357867712591658,0.44435319589355654,0.622668266608487,0.3559270285438891
Viet Nam,0.6580034498101853,0.4389350895634804,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.6925865878219208,0.4123548845042616,0.622668266608487,0.3559270285438891
Yemen,0.0285386873063819,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.02393303088461812,0.44435319589355654,0.622668266608487,0.3559270285438891
Zambia,0.4928847042832384,0.3785506754166776,0.615016992353441,0.4380475743788147,True,True,False,True,False,False,True,False,3,0.75,B,0.5171879903302125,0.3440502007061258,0.622668266608487,0.5022651651842323
Zimbabwe,0.2595193682963511,0.2235026631873492,0.1503823279524214,0.2160812941167516,True,True,True,True,False,False,False,False,4,1.0,A,0.26929395198432793,0.16866544954986212,0.14541289407657904,0.11496265546553622
