country,AI_INDEX,LEGAL_WGI_SCORE,PQC,RES_INDEX,AI_OBSERVED,LEGAL_OBSERVED,PQC_OBSERVED,RES_OBSERVED,AI_IMPUTED,LEGAL_IMPUTED,PQC_IMPUTED,RES_IMPUTED,OBSERVED_COUNT,CONFIDENCE_SCORE,CONFIDENCE_TIER,AI_NORM,LEGAL_NORM,PQC_NORM,RES_NORM
Brazil,0.8309191386164575,0.4130226744470213,0.7168649107901445,0.2238163084764187,True,True,True,True,False,False,False,False,4,1.0,A,0.8762675454511877,0.38304368978648545,0.7272826442674811,0.12845925715959652
Brunei Darussalam,0.4113295962878027,0.6961439584307305,0.615016992353441,0.4922194845494351,True,True,False,True,False,False,True,False,3,0.75,B,0.4305554791938572,0.7033003330324546,0.622668266608487,0.5967881564267131
Bulgaria,0.6442237510695432,0.4970729169664213,0.8141461342395921,0.2941393556945477,True,True,True,True,False,False,False,False,4,1.0,A,0.6779490018515717,0.47811830994404847,0.8272062834078759,0.2511638979117476
Burkina Faso,0.2873107980107238,0.3457137059670255,0.2477697536108751,0.3964978220282902,True,True,True,True,False,False,False,False,4,1.0,A,0.29881560186504874,0.3069061984525858,0.24544562015926694,0.42976621018733313
Burundi,0.0909125580383334,0.2267693547307254,0.0088147833474936,0.2993663040932398,True,True,True,True,False,False,False,False,4,1.0,A,0.09019013217011682,0.1723606138747804,0.0,0.2602842482216841
Cabo Verde,0.3131951075720809,0.5983001913788477,0.615016992353441,0.2561043729188966,True,True,False,True,False,False,True,False,3,0.75,B,0.32631139938709525,0.5926229725822966,0.622668266608487,0.18479776216930538
Cambodia,0.3249565887217305,0.3055012264081449,0.2124044180118946,0.3840682768923968,True,True,True,True,False,False,False,False,4,1.0,A,0.338805118931113,0.26141928366144895,0.2091196683756954,0.40807825821503485
Cameroon,0.3436592294366638,0.2599941544673645,0.615016992353441,0.2200696394748562,True,True,False,True,False,False,True,False,3,0.75,B,0.3586721360909258,0.20994331584072606,0.622668266608487,0.12192180333698359
Canada,0.8640010094156945,0.8537832796331456,0.9823704333050128,0.4474138939284242,True,True,True,True,False,False,False,False,4,1.0,A,0.9114090051447578,0.8816162799704584,1.0,0.5186081838810729
Central African Republic,0.0205523956386631,0.1518859585218665,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.015449534033868428,0.08765520152546721,0.622668266608487,0.3559270285438891
