iso3,country,PQC_SCORE,AI_INDEX,LEGAL_WGI_SCORE,RES_INDEX,PQC_NORM,AI_NORM,LEGAL_NORM,RES_NORM,QSSI_GLOBAL_SCORE,RANK,SOVEREIGN_TIER
GAB,,0.6017417162276976,0.2466385352536871,0.2912834068870058,0.4160232597737812,0.6017417162276976,0.2466385352536871,0.29128340688700577,0.4160232597737812,0.3982076523582387,137,Transitional Capability State
DMA,,0.6017417162276976,0.1041394902072509,0.5697586438512975,0.245716279466818,0.6017417162276976,0.1041394902072509,0.5697586438512974,0.245716279466818,0.3981403042763099,138,Transitional Capability State
MHL,,0.6017417162276976,0.0683805809043991,0.5150262006310331,0.3572900758335642,0.6017417162276976,0.0683805809043991,0.515026200631033,0.3572900758335642,0.39783222541888014,139,Transitional Capability State
SLB,,0.6017417162276976,0.1415418187710642,0.3931280301208007,0.4116703060303906,0.6017417162276976,0.1415418187710642,0.3931280301208006,0.4116703060303906,0.39652403829735355,140,Transitional Capability State
STP,,0.6017417162276976,0.0818493992526727,0.4893867991225805,0.3572900758335642,0.6017417162276976,0.0818493992526727,0.4893867991225804,0.3572900758335642,0.3947895796288354,141,Transitional Capability State
WSM,,0.6017417162276976,0.1769857667543048,0.6268493112266226,0.0653336581872146,0.6017417162276976,0.1769857667543048,0.6268493112266225,0.0653336581872146,0.394548016000984,142,Transitional Capability State
KGZ,Kyrgyzstan,0.5929269328802039,0.3134100032285773,0.2869248189011133,0.3321710037418004,0.5929269328802039,0.3134100032285773,0.28692481890111327,0.3321710037418004,0.39439598614484395,143,Transitional Capability State
SEN,Senegal,0.3539719626168224,0.4563416929192493,0.4925787009809897,0.2508043585034512,0.3539719626168224,0.4563416929192493,0.4925787009809896,0.2508043585034512,0.3935825589607967,144,Transitional Capability State
BLR,,0.6017417162276976,0.2958350421524946,0.2681414147475567,0.3572900758335642,0.6017417162276976,0.2958350421524946,0.26814141474755665,0.3572900758335642,0.3929746442600349,145,Transitional Capability State
BLZ,,0.6017417162276976,0.1660973551975037,0.4291603102925133,0.3074539105175211,0.6017417162276976,0.1660973551975037,0.42916031029251317,0.3074539105175211,0.3908277133443177,146,Transitional Capability State
GNB,,0.6017417162276976,0.4412042398246143,0.1843939074990807,0.2288308954797375,0.6017417162276976,0.4412042398246143,0.18439390749908066,0.2288308954797375,0.3826882307951805,147,Transitional Capability State
DZA,Algeria,0.3451571792693288,0.4678027282425281,0.3577166529299013,0.3572900758335642,0.3451571792693288,0.4678027282425281,0.35771665292990124,0.3572900758335642,0.3813850142406188,148,Transitional Capability State
YEM,,0.6017417162276976,0.0271469252253691,0.4893867991225805,0.3572900758335642,0.6017417162276976,0.0271469252253691,0.4893867991225804,0.3572900758335642,0.38111396112200946,149,Transitional Capability State
MEX,Mexico,0.362786745964316,0.5160269127529938,0.345207994916169,0.2816113918473855,0.362786745964316,0.5160269127529938,0.34520799491616894,0.2816113918473855,0.38046702907606256,150,Transitional Capability State
TON,,0.6017417162276976,0.1533661893319983,0.5045409607625769,0.1772852479937353,0.6017417162276976,0.1533661893319983,0.5045409607625768,0.1772852479937353,0.3804563519907001,151,Transitional Capability State
ECU,Ecuador,0.3893372982158029,0.6295651101822155,0.3384891888947811,0.1063113798477709,0.3893372982158029,0.6295651101822155,0.338489188894781,0.1063113798477709,0.38007704020354416,152,Transitional Capability State
VEN,Venezuela,0.2124044180118946,0.4412042398246143,0.4893867991225805,0.3572900758335642,0.2124044180118946,0.4412042398246143,0.4893867991225804,0.3572900758335642,0.36782710030707993,153,Transitional Capability State
CMR,,0.6017417162276976,0.3575451981769602,0.2535074056775472,0.162294611405514,0.6017417162276976,0.3575451981769602,0.25350740567754715,0.162294611405514,0.3657445881130389,154,Transitional Capability State
PNG,,0.6017417162276976,0.2507608026208443,0.3243009940615852,0.1985343648505663,0.6017417162276976,0.2507608026208443,0.32430099406158513,0.1985343648505663,0.3639948370090299,155,Transitional Capability State
BIH,Bosnia and Herzegovina,0.3717077315208156,0.3489987411832479,0.3889547222978773,0.3318962441910689,0.3717077315208156,0.3489987411832479,0.3889547222978772,0.3318962441910689,0.36237993416473974,156,Transitional Capability State
TLS,,0.6017417162276976,0.0771383834796898,0.3380177072956082,0.3572900758335642,0.6017417162276976,0.0771383834796898,0.33801770729560815,0.3572900758335642,0.3557695527288466,157,Transitional Capability State
PAK,Pakistan,0.4689889549702634,0.5198784786130712,0.2857608360870793,0.0188490766331291,0.4689889549702634,0.5198784786130712,0.28576083608707925,0.0188490766331291,0.3458763304927425,158,Transitional Capability State
SLE,,0.6017417162276976,0.1485796929941659,0.2803412838415468,0.2905796626450951,0.6017417162276976,0.1485796929941659,0.2803412838415467,0.2905796626450951,0.34586869160625644,159,Transitional Capability State
MWI,,0.6017417162276976,0.2050535548708371,0.3712422637829256,0.1011892183013042,0.6017417162276976,0.2050535548708371,0.3712422637829255,0.1011892183013042,0.34483431319201074,160,Transitional Capability State
DJI,,0.6017417162276976,0.1753090696882692,0.2993550763560871,0.2243918600717322,0.6017417162276976,0.1753090696882692,0.29935507635608705,0.2243918600717322,0.3440669233937448,161,Transitional Capability State
ATG,Antigua and Barbuda,0.1503823279524214,0.2141445004578435,0.6205506004828499,0.4348462834772351,0.1503823279524214,0.2141445004578435,0.6205506004828498,0.4348462834772351,0.34075773031634676,162,Transitional Capability State
COM,,0.6017417162276976,0.1335690140702076,0.2090933692768977,0.3572900758335642,0.6017417162276976,0.1335690140702076,0.20909336927689764,0.3572900758335642,0.33764612587179843,163,Transitional Capability State
UGA,Uganda,0.2831350892098555,0.3624826556444914,0.3319769434917047,0.3302777676346142,0.2831350892098555,0.3624826556444914,0.33197694349170465,0.3302777676346142,0.32461098007392847,164,Transitional Capability State
SUR,,0.6017417162276976,0.0707516991670495,0.3787964884638605,0.1561642400501125,0.6017417162276976,0.0707516991670495,0.3787964884638604,0.1561642400501125,0.32414240978605924,165,Transitional Capability State
MDV,Maldives,0.2743203058623619,0.2080738059911926,0.4542446875995291,0.3751275457574284,0.2743203058623619,0.2080738059911926,0.45424468759952896,0.3751275457574284,0.32290122430787466,166,Transitional Capability State
NER,,0.6017417162276976,0.0905931342413716,0.3093380311544957,0.1733816910633582,0.6017417162276976,0.0905931342413716,0.30933803115449565,0.1733816910633582,0.3151816444299477,167,Transitional Capability State
BFA,Burkina Faso,0.2477697536108751,0.3011348063313031,0.3441011488901288,0.3690997652969311,0.2477697536108751,0.3011348063313031,0.34410114889012877,0.3690997652969311,0.30945986794800673,168,Transitional Capability State
KHM,Cambodia,0.2124044180118946,0.3394116809209916,0.3016021042338718,0.4004593727598551,0.2124044180118946,0.3394116809209916,0.30160210423387174,0.4004593727598551,0.3040666462442552,169,Transitional Capability State
GNQ,,0.6017417162276976,0.0516499736282518,0.1553312482919465,0.3572900758335642,0.6017417162276976,0.0516499736282518,0.15533124829194647,0.3572900758335642,0.30372583551507165,170,Transitional Capability State
SYR,,0.6017417162276976,0.1382800298431905,0.0573545033282276,0.3572900758335642,0.6017417162276976,0.1382800298431905,0.057354503328227585,0.3572900758335642,0.3008891633278766,171,Transitional Capability State
CAF,,0.6017417162276976,0.019658224665927,0.1392519532012163,0.3572900758335642,0.6017417162276976,0.019658224665927,0.13925195320121628,0.3572900758335642,0.2917080745018079,172,Transitional Capability State
AFG,,0.6017417162276976,0.0575697069652038,0.0871793605120257,0.3572900758335642,0.6017417162276976,0.0575697069652038,0.08717936051202568,0.3572900758335642,0.2881677969043295,173,Transitional Capability State
COG,Congo,0.2300339847068818,0.1007267401496784,0.4893867991225805,0.3572900758335642,0.2300339847068818,0.1007267401496784,0.4893867991225804,0.3572900758335642,0.2879965953968421,174,Transitional Capability State
SWZ,Eswatini,0.2300339847068818,0.2529205753019165,0.3116999029101195,0.3572900758335642,0.2300339847068818,0.2529205753019165,0.31169990291011945,0.3572900758335642,0.28162333013178636,175,Transitional Capability State
TKM,,0.6017417162276976,0.1469784764929798,0.1629247151497861,0.0764848711077924,0.6017417162276976,0.1469784764929798,0.16292471514978607,0.0764848711077924,0.27329528700055916,176,Transitional Capability State
AGO,Angola,0.2920560747663551,0.2381987795771422,0.2933997391398675,0.2600543426912486,0.2920560747663551,0.2381987795771422,0.29339973913986744,0.2600543426912486,0.27252732064740864,177,Transitional Capability State
ERI,,0.6017417162276976,0.0,0.0726389081504841,0.3572900758335642,0.6017417162276976,0.0,0.07263890815048409,0.3572900758335642,0.2701402570726431,178,Transitional Capability State
MOZ,Mozambique,0.2743203058623619,0.1801267867784194,0.2698798623965324,0.3572900758335642,0.2743203058623619,0.1801267867784194,0.26987986239653233,0.3572900758335642,0.26625576921915933,179,Transitional Capability State
LBN,Lebanon,0.1769328802039082,0.328766864224465,0.2250468068827619,0.3572900758335642,0.1769328802039082,0.328766864224465,0.22504680688276185,0.3572900758335642,0.26299129700469204,180,Transitional Capability State
GTM,Guatemala,0.159303313508921,0.2747104374757321,0.3086193745393984,0.3418936556872768,0.159303313508921,0.2747104374757321,0.30861937453939836,0.3418936556872768,0.26200217819391425,181,Transitional Capability State
NRU,Nauru,0.0972812234494477,0.1218050279611531,0.5136554452005402,0.3572900758335642,0.0972812234494477,0.1218050279611531,0.5136554452005401,0.3572900758335642,0.25950750049197047,182,Transitional Capability State
MRT,Mauritania,0.159303313508921,0.2629011630277679,0.2959344055318351,0.3572900758335642,0.159303313508921,0.2629011630277679,0.29593440553183503,0.3572900758335642,0.25895790135928987,183,Transitional Capability State
MMR,Myanmar,0.3982582837723025,0.115524016439302,0.1281443016636753,0.3871407972900385,0.3982582837723025,0.115524016439302,0.12814430166367527,0.3871407972900385,0.25782272411544277,184,Transitional Capability State
TJK,Tajikistan,0.1238317757009345,0.3179096734199819,0.2682279446801151,0.3572900758335642,0.1238317757009345,0.3179096734199819,0.26822794468011507,0.3572900758335642,0.2551419524020174,185,Transitional Capability State
SSD,,0.6017417162276976,0.0081992463954048,0.0,0.3572900758335642,0.6017417162276976,0.0081992463954048,0.0,0.3572900758335642,0.2540303416338733,186,Transitional Capability State
SOM,,0.6017417162276976,0.1552391358666424,0.0283758876619138,0.1346603917546274,0.6017417162276976,0.1552391358666424,0.028375887661913794,0.1346603917546274,0.2533583491013738,187,Transitional Capability State
NIC,Nicaragua,0.1769328802039082,0.1606908897015279,0.1863788202666907,0.4928986457252522,0.1769328802039082,0.1606908897015279,0.18637882026669067,0.4928986457252522,0.23842702069827756,188,Transitional Capability State
HND,Honduras,0.203483432455395,0.158787750940944,0.2742048808238652,0.3455030154094816,0.203483432455395,0.158787750940944,0.2742048808238651,0.3455030154094816,0.23839379075971706,189,Transitional Capability State
TCD,Chad,0.2212192013593882,0.1077182975074923,0.1908994633352355,0.4519997684623473,0.2212192013593882,0.1077182975074923,0.19089946333523544,0.4519997684623473,0.23142015431096785,190,Transitional Capability State
LBY,Libya,0.1858538657604078,0.2700587776282506,0.1063027406998756,0.3982546786791737,0.1858538657604078,0.2700587776282506,0.10630274069987557,0.3982546786791737,0.2294974750459886,191,Transitional Capability State
IRQ,Iraq,0.2124044180118946,0.2683367922233053,0.2111425803507142,0.1710154378277723,0.2124044180118946,0.2683367922233053,0.21114258035071415,0.1710154378277723,0.2177942561126277,192,Transitional Capability State
SDN,,0.6017417162276976,0.0556665682046198,0.0826505552684612,0.006272012002936,0.6017417162276976,0.0556665682046198,0.08265055526846118,0.006272012002936,0.2163561981371667,193,Transitional Capability State
BOL,Bolivia,0.2831350892098555,0.2353898740383651,0.244359172356883,0.0501491098544928,0.2831350892098555,0.2353898740383651,0.24435917235688295,0.0501491098544928,0.21490761033266723,194,Transitional Capability State
GIN,Guinea,0.2300339847068818,0.085428206552914,0.2476232463286663,0.2898259716882683,0.2300339847068818,0.085428206552914,0.24762324632866625,0.2898259716882683,0.21023825297011325,195,Transitional Capability State
ZWE,Zimbabwe,0.1503823279524214,0.271886435823985,0.2149409324211053,0.1898889801397921,0.1503823279524214,0.271886435823985,0.21494093242110524,0.1898889801397921,0.2047993364749574,196,Transitional Capability State
MDG,Madagascar,0.0707306711979609,0.126380178717407,0.2847479929183821,0.3572900758335642,0.0707306711979609,0.126380178717407,0.28474799291838204,0.3572900758335642,0.19545925943504838,197,Transitional Capability State
MLI,Mali,0.0796516567544605,0.1723190107938534,0.2472559452015249,0.1678580910786255,0.0796516567544605,0.1723190107938534,0.24725594520152486,0.1678580910786255,0.16236085424090782,198,Transitional Capability State
BDI,Burundi,0.0088147833474936,0.088523938238119,0.2183933748296088,0.2704164090747835,0.0088147833474936,0.088523938238119,0.21839337482960874,0.2704164090747835,0.1334570450861367,199,Transitional Capability State
LBR,Liberia,0.0972812234494477,0.0460784794159853,0.2547478417143919,0.0,0.0972812234494477,0.0460784794159853,0.25474784171439185,0.0,0.1043909473174286,200,Transitional Capability State
HTI,Haiti,0.0,0.0595030379517275,0.0937853401803678,0.2293518671017927,0.0,0.0595030379517275,0.09378534018036777,0.2293518671017927,0.08419246795338237,201,Transitional Capability State
