PC1,PC2,iso3
-0.057431792505739564,-0.13544915106098993,KGZ
-0.07462403491571393,-0.09747931542352314,KHM
-0.02166837314433665,0.22223705835495378,KIR
-0.04520622028561628,0.16599280620246126,KNA
-0.09071451111219155,0.04687734870634283,KOR
-0.17480875841382693,-0.21534320322284428,KWT
-0.21287240049770678,-0.4497114274358421,LAO
-0.24171182691797213,-0.3369280731549905,LBN
-0.11355828771418608,0.49149546708647684,LBR
-0.17316938318996916,0.41867124467779787,LBY
-0.2304269864169445,0.18517898680930486,LCA
-0.3210454429420972,-0.07550278497856877,LIE
-0.34599262708067674,-0.4387444649566326,LKA
-0.32647217251321015,0.010905069150279586,LSO
-0.2010664289685541,0.7170758103647018,LTU
-0.32518006928696214,0.004557833471577869,LUX
-0.5318008378730821,-0.9180287427753154,LVA
-0.16580015475040363,0.9770027994794146,MAR
-0.6158652479030842,-1.0071240064225313,MCO
-0.45416987485099375,-0.06155149686919531,MDA
-0.42325571325110545,-0.03102299745269543,MDG
-0.42565185353342,-0.05544315795316271,MDV
-0.6402592336121118,-0.5505723863475082,MEX
-0.7739996145317546,-1.294927071711865,MHL
-0.5295142463119147,0.023989842158554972,MKD
-0.433808920684404,0.4760028204338607,MLI
-0.7240942112070904,-0.9908114714185777,MLT
-0.5781632193737215,-0.010960798057637462,MMR
-0.8475985955220147,-1.0235536821529825,MNE
-0.707784241470942,-0.35687468295240377,MNG
-0.6650162390507811,-0.03368861892493833,MOZ
-0.6271308515480771,0.023184425137284984,MRT
-0.7572523362104919,-0.2691004668500399,MTQ
-0.5693223720475302,0.7321702108307597,MUS
-0.7672942404381515,-0.03601021582717412,MWI
-0.9423649315521917,-0.9358768035728282,MYS
-0.7477706081581089,0.011005195313749515,NAM
-0.8737306684003855,-0.31686645269852304,NER
-0.9203264373433749,-0.6265939315706658,NGA
-0.6950009129062145,0.6216015377801332,NIC
-0.8130812373917382,0.27245205807571404,NIU
-0.923525630239411,-0.5450451695629531,NLD
-0.8148776907939815,0.028205005738081074,NOR
-0.8009009023012661,0.28105036904650604,NPL
-0.8482796773634717,0.024022208096936285,NRU
-1.1431375772397803,-1.4765510543917273,NZL
-0.9392518158438982,-0.14489428359921872,OMN
-0.8846628117191079,0.09296625114542899,PAK
-0.9314967417848453,-0.03862298821334951,PAN
-0.9572182318707069,-0.25230506962309573,PER
-1.19095082604695,-0.7299312432696878,PHL
-0.9028329039832672,0.6512432071938941,PLW
-0.9629943541558018,0.03887900088221086,PNG
-1.0079909410520764,0.20440836588905542,POL
-1.1704437363588376,-0.9060689607569485,PRT
-1.2246949533844802,-0.7897611624463351,PRY
-0.9252094740220259,1.0413038437687134,QAT
-1.3882019076372645,-1.0425258265163024,REU
-1.3395309398121207,-0.8286709738266006,ROU
-1.091973989198008,0.47960606460646626,RWA
-1.222108500565089,0.022203595343876975,SAU
-1.6586954302227253,-1.4317691551516247,SDN
-1.3994476810164334,-0.3359913785832196,SEN
-1.5975508761457764,-1.3079458994896314,SGP
-1.4846813875611078,-0.6778284342442766,SLB
-0.9991806258227205,1.6757589254482348,SLE
-1.4137534596240524,0.00423873718743989,SLV
-1.3942065955288077,0.7202174793533829,SMR
-1.7057039675746029,-0.9930954029964638,SOM
-1.3161206495415068,1.0168757933115529,SRB
-1.782454768267256,-0.9127708260430293,SSD
-1.4594603133102462,1.0348694292174732,STP
-1.4682135838420154,1.2835799935910643,SUR
-1.71480787775895,0.025386994714062534,SVK
-1.768712743746714,-0.00014639879503354532,SVN
-1.820557483727543,0.033746623333298066,SWE
-1.8662571583658443,0.022384365067606923,SWZ
-1.601606363420655,1.0832922209492704,SYC
-1.7096735441871902,1.03832074579385,SYR
-2.290011957124652,-1.4214618520515845,TCD
-1.9269680064918637,0.37224658218547546,TGO
-2.021945450541446,0.037722276127551316,THA
-1.8684083512673404,0.9304197764954371,TJK
-1.8722396573910678,1.168004616040435,TKM
-1.8657659117414522,1.1569602524362048,TLS
-1.7822361192985325,1.4582059929690865,TON
-1.8775300674991446,1.2378269525624925,TTO
-1.9959527022251566,0.7412342397600205,TUN
-1.9044572227581322,1.3238938523218666,TUV
-2.1794029654184968,0.03400871095700792,TWN
-2.431829976308328,-1.1320414824230562,TZA
-1.9345376046909493,1.8991563789737638,UGA
-2.0871679219867842,1.079494898172348,UKR
-2.0558387094904877,1.5798373905513436,URY
-2.146091671707639,1.3632892420794578,USA
-2.483020243364892,0.13985004422944405,UZB
-2.8728845833311705,-1.7536421127004398,VEN
-2.6628556561320185,-0.6647481656024683,VNM
-2.4055903828204137,0.7410731022181299,VUT
-2.5454227401567917,0.41208217884719883,WSM
-2.379659975698174,1.528306692110635,YEM
-2.889649475585653,0.5308298152044326,ZAF
-2.996113940387152,1.274873386542523,ZMB
-3.573021147156453,-0.3347187162403182,ZWE
-3.491403227681794,1.0976247044947225,
