country,AI_INDEX_2026_v1,LEGAL_WGI_2026_v1,PQC_NCSI_2026,RES_INDEX_2026,SCI_2026_v1,SCI_PLUS_2026_v1,SCI_ULTRA_2026_v1
Sweden,0.3937955937863603,0.42971745768202124,0.1460280373831775,0.22707290784656886,0.44101454617170716,0.41900258763289083,0.0
Switzerland,0.313175731462247,0.4438162846851312,0.181499575191164,0.20264101919283084,0.4551133731748171,0.43310141463600077,0.0
Syrian Arab Republic,-0.2775089582159169,-0.4041253092832972,0.0,0.0,-0.3928282207936113,0.0,0.0
São Tomé and Príncipe,0.0,-0.08947581134518467,0.0,0.0,0.0,0.0,0.0
"São Tomé and Príncipe, Democratic Republic of",0.0,0.0,0.0,0.04070070804992687,0.0,0.0,0.0
Taiwan,0.3456373344989082,0.0,0.0,0.0,0.0,0.0,0.0
"Taiwan, China",0.0,0.32043437808257097,0.0,0.0,0.0,0.0,0.0
Tajikistan,-0.10903519282165569,-0.20459743710499578,-0.4911852166525065,0.0,-0.19330034861530987,-0.2153123071541262,0.0
"Tajikistan, Republic of",0.0,0.0,0.0,-0.05607027475674181,0.0,0.0,0.0
Tanzania,0.0,-0.08152413054108831,-0.04864061172472389,0.0,0.0,0.0,0.0
"Tanzania, United Republic of",0.0,0.0,0.0,0.07607495648020851,0.0,0.0,0.0
Thailand,0.3092186089353264,-0.007784694863057273,-0.06637638062871709,0.013584433955625475,0.0035123936266286404,-0.018499564912187683,0.0
Timor-Leste,-0.3330038786393287,-0.1385625550201472,0.0,0.0,-0.12726546653046128,0.0,0.0
"Timor-Leste, Democratic Republic of",0.0,0.0,0.0,-0.17521668827468692,0.0,0.0,0.0
Togo,-0.12000794354146649,-0.13039164486462657,0.0,-0.015458176023081027,-0.11909455637494065,0.0,0.0
Tonga,-0.2647011339569676,0.019001290950514726,0.0,0.00012449657080976229,0.03029837944020064,0.0,0.0
Trinidad and Tobago,-0.1067629955717958,-0.03300915019171119,0.0,-0.16453474635367682,-0.021712061702025276,0.0,0.0
Tunisia,0.001045132102435009,-0.056417414151841094,0.181499575191164,-0.15272694627770972,-0.04512032566215518,-0.0671322842009715,0.0
Turkey,0.2587100507498139,-0.08425146742996459,0.10184791843670349,0.0,-0.07295437894027867,0.0,0.0
Turkmenistan,-0.2702528207418868,-0.30423506423808067,0.0,-0.2904927900954134,-0.29293797574839475,0.0,0.0
Tuvalu,-0.3180703723720032,0.057186248899287084,0.0,0.18676245058015262,0.068483337388973,0.0,0.0
"Türkiye, Republic of",0.0,0.0,0.0,0.06834616068045596,0.0,0.0,0.0
USA,0.5865996649193773,0.29144435232269567,0.23460067969413767,0.29503848546800593,0.0,0.0,0.0
Uganda,-0.06484994845258041,-0.14427830917295809,-0.3318819031435855,0.013963206223595703,-0.13298122068327217,-0.1549931792220885,0.0
Ukraine,0.3023299705718696,-0.1182637291991,0.27878079864061167,-0.1433590215255453,-0.10696664070941408,-0.1289785992482304,0.0
United Arab Emirates,0.3683910917804186,0.24951134145536097,0.225679694137638,0.2601976927328187,0.2608084299450469,0.23879647140623056,0.0
United Kingdom,0.0,0.33365258918031243,0.19031435853865764,0.020621690805305903,0.0,0.0,0.0
"United Kingdom of Great
Britain and Northern Ireland",0.5106474046016071,0.0,0.0,0.0,0.0,0.0,0.0
United Republic of Tanzania,0.0101681278985159,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,0.2609089903789322,0.2361928684818339,0.19912914188615116,-0.05320843493157362,0.24748995697151982,0.2254779984327035,0.0
Uzbekistan,0.221022787200978,-0.10717449201341689,-0.07519116397621073,0.0,-0.09587740352373098,-0.1178893620625473,0.0
"Uzbekistan, Republic of",0.0,0.0,0.0,0.0243618267370031,0.0,0.0,0.0
Vanuatu,-0.1695995704608418,-0.0344339783399123,0.0,-0.015227345199784137,-0.023136889850226383,0.0,0.0
Venezuela,0.0,0.0,-0.4026125743415464,0.0,0.0,0.0,0.0
"Venezuela, Bolivarian
Republic of",-0.2063308519194411,0.0,0.0,0.0,0.0,0.0,0.0
"Venezuela, RB",0.0,-0.4034069543971532,0.0,0.0,0.0,0.0,0.0
"Venezuela, República Bolivariana de",0.0,0.0,0.0,-0.266548788384574,0.0,0.0,0.0
Vietnam,0.24460311472956264,-0.039585035662384416,0.0,0.15466646558250607,-0.028287947172698502,0.0,0.0
Virgin Islands (U.S.),0.0,0.13192525227706292,0.0,0.0,0.0,0.0,0.0
West Bank and Gaza,0.0,-0.16641798859593981,0.0,0.0,0.0,0.0,0.0
Yemen,-0.3848616477742408,0.0,0.0,0.0,0.0,0.0,0.0
"Yemen, Rep.",0.0,-0.391997724580813,0.0,0.0,0.0,0.0,0.0
"Yemen, Republic of",0.0,0.0,0.0,-0.1454149336936547,0.0,0.0,0.0
Zambia,0.0794843692026157,-0.0999694498091872,0.0,0.08399209627764048,-0.08867236131950129,0.0,0.0
Zimbabwe,-0.1538809667842716,-0.2550174620385156,-0.4646346644010196,-0.13797418398442263,-0.24372037354882967,-0.265732332087646,0.0
afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,-0.17506100807390323
albania,0.0,0.0,0.0,0.0,0.0,0.0,0.08395741991443323
algeria,0.0,0.0,0.0,0.0,0.0,0.0,-0.0680089931714632
andorra,0.0,0.0,0.0,0.0,0.0,0.0,0.09881496309887311
angola,0.0,0.0,0.0,0.0,0.0,0.0,-0.15424148090449014
antigua and barbuda,0.0,0.0,0.0,0.0,0.0,0.0,-0.0735551067727418
argentina,0.0,0.0,0.0,0.0,0.0,0.0,0.09578212360873745
armenia,0.0,0.0,0.0,0.0,0.0,0.0,-0.03338196975202262
australia,0.0,0.0,0.0,0.0,0.0,0.0,0.3783978266260372
austria,0.0,0.0,0.0,0.0,0.0,0.0,0.30750072403505796
azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0.09272526532614173
bahamas,0.0,0.0,0.0,0.0,0.0,0.0,-0.02075781290823614
bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0.124420088318489
bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.04469330382780806
barbados,0.0,0.0,0.0,0.0,0.0,0.0,-0.021081917236130843
belarus,0.0,0.0,0.0,0.0,0.0,0.0,-0.06597600978697943
belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.30939172405889154
belize,0.0,0.0,0.0,0.0,0.0,0.0,-0.07051409470305481
benin,0.0,0.0,0.0,0.0,0.0,0.0,0.05550907325901078
bhutan,0.0,0.0,0.0,0.0,0.0,0.0,0.07400693516144613
bolivia (plurinational state of),0.0,0.0,0.0,0.0,0.0,0.0,-0.03468478335492414
bosnia and herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,-0.09480062112641552
botswana,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007105739129990019
brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.12129539765707759
brunei darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.11293006628532193
bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.1233363485172751
burkina faso,0.0,0.0,0.0,0.0,0.0,0.0,-0.10926299969252751
burundi,0.0,0.0,0.0,0.0,0.0,0.0,-0.2699924330297585
cabo verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cambodia,0.0,0.0,0.0,0.0,0.0,0.0,-0.11820283577271501
cameroon,0.0,0.0,0.0,0.0,0.0,0.0,-0.084445956029506
canada,0.0,0.0,0.0,0.0,0.0,0.0,0.35041061105935495
central african republic,0.0,0.0,0.0,0.0,0.0,0.0,-0.17489303342735002
chad,0.0,0.0,0.0,0.0,0.0,0.0,-0.1831273039011757
chile,0.0,0.0,0.0,0.0,0.0,0.0,0.19900461711621037
china,0.0,0.0,0.0,0.0,0.0,0.0,0.1863447595919137
colombia,0.0,0.0,0.0,0.0,0.0,0.0,0.048414399943028597
comoros,0.0,0.0,0.0,0.0,0.0,0.0,-0.1251553322817936
congo,0.0,0.0,0.0,0.0,0.0,0.0,-0.14915438482262394
costa rica,0.0,0.0,0.0,0.0,0.0,0.0,0.03881273403718377
croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.13037182528715624
cuba,0.0,0.0,0.0,0.0,0.0,0.0,-0.05015342995736294
cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.2296488805954116
czechia,0.0,0.0,0.0,0.0,0.0,0.0,0.19643072171499237
côte d'ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.03380028075279806
democratic people's republic of korea,0.0,0.0,0.0,0.0,0.0,0.0,-0.07416979488885211
democratic republic of the congo,0.0,0.0,0.0,0.0,0.0,0.0,-0.03634992608834042
denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.4448367857970094
djibouti,0.0,0.0,0.0,0.0,0.0,0.0,-0.11343744298674274
dominica,0.0,0.0,0.0,0.0,0.0,0.0,-0.058713789539976524
dominican republic,0.0,0.0,0.0,0.0,0.0,0.0,0.06811114701062809
ecuador,0.0,0.0,0.0,0.0,0.0,0.0,-0.03234760870852754
egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.11603098227566383
el salvador,0.0,0.0,0.0,0.0,0.0,0.0,-0.003365891106070107
equatorial guinea,0.0,0.0,0.0,0.0,0.0,0.0,-0.16043490778989494
eritrea,0.0,0.0,0.0,0.0,0.0,0.0,-0.19681602227715583
estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.3182124651635146
eswatini,0.0,0.0,0.0,0.0,0.0,0.0,-0.14466148674821483
ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,-0.0062350906087424995
fiji,0.0,0.0,0.0,0.0,0.0,0.0,-0.023152236480051547
finland,0.0,0.0,0.0,0.0,0.0,0.0,0.35735260594797064
france,0.0,0.0,0.0,0.0,0.0,0.0,0.33395271565973067
gabon,0.0,0.0,0.0,0.0,0.0,0.0,-0.07359040434304792
gambia (republic of the),0.0,0.0,0.0,0.0,0.0,0.0,-0.045852514474505945
georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.07423229327603381
germany,0.0,0.0,0.0,0.0,0.0,0.0,0.37391015944690614
ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.054970460893010886
greece,0.0,0.0,0.0,0.0,0.0,0.0,0.21180671086800323
grenada,0.0,0.0,0.0,0.0,0.0,0.0,-0.048141848831450396
guatemala,0.0,0.0,0.0,0.0,0.0,0.0,-0.16901772485276895
guinea,0.0,0.0,0.0,0.0,0.0,0.0,-0.2121613420071687
guinea bissau,0.0,0.0,0.0,0.0,0.0,0.0,-0.10042198179306372
guyana,0.0,0.0,0.0,0.0,0.0,0.0,-0.02163673672859945
haiti,0.0,0.0,0.0,0.0,0.0,0.0,-0.3217719181237566
honduras,0.0,0.0,0.0,0.0,0.0,0.0,-0.1988192087003743
hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.19618430423621974
iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.282380300666816
india,0.0,0.0,0.0,0.0,0.0,0.0,0.21297072608336548
indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.07732841147153097
iran (islamic republic of),0.0,0.0,0.0,0.0,0.0,0.0,0.0600283322707838
iraq,0.0,0.0,0.0,0.0,0.0,0.0,-0.21022797984832672
ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.3727501447876073
israel,0.0,0.0,0.0,0.0,0.0,0.0,0.21297757895026553
italy,0.0,0.0,0.0,0.0,0.0,0.0,0.25352403648663563
jamaica,0.0,0.0,0.0,0.0,0.0,0.0,-0.007225630427517615
japan,0.0,0.0,0.0,0.0,0.0,0.0,0.32481986121662604
jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.17722501653133765
kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.12436094012619786
kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.005552526566799665
kiribati,0.0,0.0,0.0,0.0,0.0,0.0,-0.022937552853597998
kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.05589171187631847
kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,-0.0166409636146283
lao people's democratic republic,0.0,0.0,0.0,0.0,0.0,0.0,-0.05290259300010103
latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.21479998350916657
lebanon,0.0,0.0,0.0,0.0,0.0,0.0,-0.1541087888015722
lesotho,0.0,0.0,0.0,0.0,0.0,0.0,-0.04055164368032693
liberia,0.0,0.0,0.0,0.0,0.0,0.0,-0.29071201230476423
libya,0.0,0.0,0.0,0.0,0.0,0.0,-0.20848965247730872
liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.12102430253852675
lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.2774921689517614
luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.3611655852755679
madagascar,0.0,0.0,0.0,0.0,0.0,0.0,-0.21774395622169312
malawi,0.0,0.0,0.0,0.0,0.0,0.0,-0.10108413260390581
malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.17389223395067283
maldives,0.0,0.0,0.0,0.0,0.0,0.0,-0.08962613362245914
mali,0.0,0.0,0.0,0.0,0.0,0.0,-0.22980871733247943
malta,0.0,0.0,0.0,0.0,0.0,0.0,0.16958856539359862
marshall islands,0.0,0.0,0.0,0.0,0.0,0.0,-0.07057878898707765
mauritania,0.0,0.0,0.0,0.0,0.0,0.0,-0.15956378402315402
mauritius,0.0,0.0,0.0,0.0,0.0,0.0,0.11340701950412108
mexico,0.0,0.0,0.0,0.0,0.0,0.0,-0.05987367563243734
micronesia (federated states of),0.0,0.0,0.0,0.0,0.0,0.0,-0.06308411529054542
monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.09983382514553624
mongolia,0.0,0.0,0.0,0.0,0.0,0.0,-0.004275608273511811
montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0652636803698951
morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.021488630973516
mozambique,0.0,0.0,0.0,0.0,0.0,0.0,-0.1672454087927278
myanmar,0.0,0.0,0.0,0.0,0.0,0.0,-0.18864420150459962
namibia,0.0,0.0,0.0,0.0,0.0,0.0,-0.010547416527799502
nauru,0.0,0.0,0.0,0.0,0.0,0.0,-0.15962142823967834
nepal,0.0,0.0,0.0,0.0,0.0,0.0,0.018464150865120876
netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.3220164118206806
new zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.25329426569678576
nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,-0.2025101838989553
niger,0.0,0.0,0.0,0.0,0.0,0.0,-0.11314337553358472
nigeria,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038463773330592033
north macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.06049973703687056
norway,0.0,0.0,0.0,0.0,0.0,0.0,0.4244462438162265
oman,0.0,0.0,0.0,0.0,0.0,0.0,0.1441944034391301
pakistan,0.0,0.0,0.0,0.0,0.0,0.0,-0.07561724845506851
palau,0.0,0.0,0.0,0.0,0.0,0.0,-0.016482468716299048
panama,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030396545227440175
papua new guinea,0.0,0.0,0.0,0.0,0.0,0.0,-0.08008363919585332
paraguay,0.0,0.0,0.0,0.0,0.0,0.0,-0.05104927197014453
peru,0.0,0.0,0.0,0.0,0.0,0.0,0.07790199660281577
philippines,0.0,0.0,0.0,0.0,0.0,0.0,0.08603516498632241
poland,0.0,0.0,0.0,0.0,0.0,0.0,0.25972570755737295
portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.24777108179520763
qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.1401744299747158
republic of korea,0.0,0.0,0.0,0.0,0.0,0.0,0.17328074203343663
republic of moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.07561826563853186
romania,0.0,0.0,0.0,0.0,0.0,0.0,0.1809106451354215
russian federation,0.0,0.0,0.0,0.0,0.0,0.0,0.073565904930814
rwanda,0.0,0.0,0.0,0.0,0.0,0.0,0.11828228171292648
saint kitts and nevis,0.0,0.0,0.0,0.0,0.0,0.0,-0.06356248456794494
saint lucia,0.0,0.0,0.0,0.0,0.0,0.0,-0.041708706115380134
saint vincent and the grenadines,0.0,0.0,0.0,0.0,0.0,0.0,-0.05997837040337495
samoa,0.0,0.0,0.0,0.0,0.0,0.0,-0.043508076738829615
san marino,0.0,0.0,0.0,0.0,0.0,0.0,0.06541081921314817
sao tome and principe,0.0,0.0,0.0,0.0,0.0,0.0,-0.07672061329890362
saudi arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.25874046407327317
senegal,0.0,0.0,0.0,0.0,0.0,0.0,-0.014748822761771418
serbia,0.0,0.0,0.0,0.0,0.0,0.0,0.155847916874937
seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.015337978626659865
sierra leone,0.0,0.0,0.0,0.0,0.0,0.0,-0.0982970546465241
singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.40686119626954226
slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.11300809768436954
slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.23490253219315976
solomon islands,0.0,0.0,0.0,0.0,0.0,0.0,-0.038122832567146714
somalia,0.0,0.0,0.0,0.0,0.0,0.0,-0.08030091135424622
south africa,0.0,0.0,0.0,0.0,0.0,0.0,0.04739969691262769
south sudan,0.0,0.0,0.0,0.0,0.0,0.0,-0.21167388160005782
spain,0.0,0.0,0.0,0.0,0.0,0.0,0.30044149011284854
sri lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.03885863056404387
state of palestine,0.0,0.0,0.0,0.0,0.0,0.0,-0.006704836367827927
sudan,0.0,0.0,0.0,0.0,0.0,0.0,-0.21975642571022613
suriname,0.0,0.0,0.0,0.0,0.0,0.0,-0.14793789345591712
sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.3361462050045773
switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.31647128845628364
syrian arab republic,0.0,0.0,0.0,0.0,0.0,0.0,-0.15966412470436192
taiwan,0.0,0.0,0.0,0.0,0.0,0.0,0.12548681830848846
tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,-0.15747707037200953
thailand,0.0,0.0,0.0,0.0,0.0,0.0,0.10554456933788275
timor-leste,0.0,0.0,0.0,0.0,0.0,0.0,-0.10992191226559794
togo,0.0,0.0,0.0,0.0,0.0,0.0,-0.04786051027448063
tonga,0.0,0.0,0.0,0.0,0.0,0.0,-0.050024565296872936
trinidad and tobago,0.0,0.0,0.0,0.0,0.0,0.0,-0.05681054479799952
tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.008931692571461869
turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,-0.20515348179605333
tuvalu,0.0,0.0,0.0,0.0,0.0,0.0,-0.009829608831854797
türkiye,0.0,0.0,0.0,0.0,0.0,0.0,0.08117003844869047
uganda,0.0,0.0,0.0,0.0,0.0,0.0,-0.09380581289194562
ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.10565379122840807
united arab emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.30768485291858433
united kingdom of great britain and northern ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.17498983933929818
united republic of tanzania,0.0,0.0,0.0,0.0,0.0,0.0,0.02484605632837067
united states of america,0.0,0.0,0.0,0.0,0.0,0.0,0.19777551743462923
uruguay,0.0,0.0,0.0,0.0,0.0,0.0,0.1884489618883612
uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.04909487044293448
vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,-0.03869087401329041
"venezuela, bolivarian republic of",0.0,0.0,0.0,0.0,0.0,0.0,-0.04010363761701641
viet nam,0.0,0.0,0.0,0.0,0.0,0.0,0.08810456558451013
yemen,0.0,0.0,0.0,0.0,0.0,0.0,-0.09366287637345622
zambia,0.0,0.0,0.0,0.0,0.0,0.0,0.04445530038778428
zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,-0.21273480641133383
