country,PC1,PC2,PC3
libya,-0.013695736676698307,-0.00139204240829335,-0.0943616320715196
liechtenstein,-0.01477709156310628,0.0077215077799058715,0.06216952314076609
lithuania,-0.015290566908645591,0.012049026331673844,0.1364974704414751
luxembourg,-0.015565155150590758,0.014363228408634295,0.17624539710240977
madagascar,-0.013665367138710718,-0.0016479938189922806,-0.09875776411310265
malawi,-0.01404820576632066,0.0015785316173464623,-0.043340090051692495
malaysia,-0.01495058647916851,0.009183705477262006,0.08728372013199645
maldives,-0.014085807097003149,0.0018954318492918182,-0.03789712234217364
mali,-0.01362577461711367,-0.001981675607633072,-0.10448896597962415
malta,-0.014936463274512583,0.00906467652934875,0.08523932049235981
marshall islands,-0.014148314128590253,0.002422234822714095,-0.028848938451571757
mauritania,-0.013856295057062231,-3.887253226566006e-05,-0.07112005886250294
mauritius,-0.014752094181037859,0.0075108323588043945,0.05855103568430263
mexico,-0.014183444739781014,0.0027183120793607446,-0.023763618893558543
micronesia (federated states of),-0.01417290914770982,0.0026295191693641194,-0.025288694905586145
monaco,-0.014707551484680385,0.007135430995316766,0.05210327297037429
mongolia,-0.01436589905134583,0.004256018660613422,0.0026474923167234426
montenegro,-0.014594103800878422,0.006179305330135217,0.0356811924629584
morocco,-0.014450448690534917,0.0049685945132120655,0.014886446300657635
mozambique,-0.013831086526881068,-0.000251327488417853,-0.07476911099151189
myanmar,-0.013760862827065071,-0.0008431657653040119,-0.08493431854145181
namibia,-0.014345317068703966,0.004082555781648353,-0.0003318455121294264
nauru,-0.013856105887971627,-4.0466830329086156e-05,-0.07114744196924701
nepal,-0.014440523355676489,0.004884944789607053,0.01344970786188373
netherlands,-0.01543668062206209,0.013280458007937649,0.157648110847249
new zealand,-0.015211157461709307,0.011379771502230242,0.12500258322179897
nicaragua,-0.01371535929803771,-0.001226664929864659,-0.09152116625853075
niger,-0.01400863135355334,0.0012450024481007052,-0.04906867058078576
nigeria,-0.014367307644116457,0.004267890138766615,0.0028513926794825053
north macedonia,-0.014578470127938867,0.0060475463074948265,0.03341814550566531
norway,-0.015772821163779083,0.016113416674636186,0.2063060195227484
oman,-0.014853128105553257,0.008362336109659436,0.0731761667294492
pakistan,-0.014131779585264407,0.0022828833550940495,-0.031242390592246608
palau,-0.014325840207140358,0.003918406751945277,-0.0031512119188310548
panama,-0.01436995503928632,0.00429020211890542,0.0032346154581009987
papua new guinea,-0.014117122380679784,0.002159353909507156,-0.033364089208169884
paraguay,-0.014212403489098318,0.002962373505085096,-0.01957170508143536
peru,-0.014635578539069044,0.006528850250857984,0.04168485394607278
philippines,-0.014662268884772494,0.006753793799147466,0.045548405772110466
poland,-0.01523226330859904,0.011557649456370698,0.12805775283994147
portugal,-0.01519303221447899,0.011227013742143063,0.12237886928372801
qatar,-0.014839935893561005,0.008251153474249023,0.07126653261311182
republic of korea,-0.014948579766667759,0.009166793106199778,0.08699323915311542
republic of moldova,-0.01462808409581443,0.0064656878371194045,0.040599998386567714
romania,-0.014973618563588375,0.009377817567508842,0.09061772160228543
russian federation,-0.014621348932565104,0.006408924558874706,0.03962505214346872
rwanda,-0.014768093165395771,0.007645670189324937,0.06086696317050101
saint kitts and nevis,-0.014171339299308108,0.002616288644975968,-0.02551593777184295
saint lucia,-0.014243056110558249,0.003220710714808078,-0.015134595389032689
saint vincent and the grenadines,-0.014183101166465192,0.0027154164780216873,-0.023813352730897124
samoa,-0.014237151176377137,0.003170944523621456,-0.015989362108487903
san marino,-0.014594586661481775,0.006183374830719969,0.035751088783767926
sao tome and principe,-0.0141281587098896,0.002252366981729217,-0.03176652916360949
saudi arabia,-0.015229030068125865,0.011530400030957112,0.1275897262256389
senegal,-0.014331529454881444,0.003966355159515442,-0.002327666815928587
serbia,-0.014891371049458396,0.008684643793292974,0.07871201094066352
seychelles,-0.014430264301168007,0.004798482510366708,0.011964661949775506
sierra leone,-0.014057352026508244,0.0016556153780078317,-0.04201612629933885
singapore,-0.01571511290346759,0.015627057262723343,0.1979524801201056
slovakia,-0.014750785052691345,0.00749979915681057,0.058361533260096965
slovenia,-0.01515080192716843,0.010871101129452781,0.11626583854723509
solomon islands,-0.014254823751425649,0.003319887208103456,-0.01343117457663286
somalia,-0.014116409365930083,0.0021533446929326507,-0.033467301413392186
south africa,-0.01453548016595134,0.005685231233057467,0.027195148322203117
south sudan,-0.01368528709886127,-0.001480110398978311,-0.0958742571226212
spain,-0.015365878925631625,0.012683748433736621,0.14739923559588286
sri lanka,-0.014507451235186536,0.005449006224545105,0.023137830075319298
state of palestine,-0.014357927135043039,0.004188832152063064,0.0014935203101079193
sudan,-0.013658762885136488,-0.001703653803666022,-0.09971376057114162
suriname,-0.013894447351926714,0.00028267117037337856,-0.06559733652203711
sweden,-0.015483049890102974,0.013671253533802798,0.16436027831790967
switzerland,-0.015418483376833016,0.013127093455960605,0.155013974863594
syrian arab republic,-0.013855965772416535,-4.164771013047061e-05,-0.07116772434830461
taiwan,-0.01479173605132921,0.007844930053275818,0.06428938100411995
tajikistan,-0.013863142955212982,1.8840864386060127e-05,-0.07012879371746471
thailand,-0.014726292242221665,0.00729337621437863,0.05481608489212399
timor-leste,-0.014019203121435078,0.0013341002441889676,-0.04753835795172675
togo,-0.014222867941327757,0.003050566855652733,-0.018056926892769665
tonga,-0.01421576623459486,0.0029907143858062006,-0.019084932011951147
trinidad and tobago,-0.014193496913429828,0.0028030307875299577,-0.022308519949242565
tunisia,-0.014409241007240494,0.004621300304286234,0.008921442257327859
turkmenistan,-0.013706684876048142,-0.0012997720856644992,-0.09277682923457399
tuvalu,-0.014347672674127334,0.0041024085871605,9.139341944793683e-06
türkiye,-0.01464630316230648,0.006619236296505376,0.043237293099650576
uganda,-0.014072090783830737,0.0017798321418645248,-0.03988262254485283
ukraine,-0.014726650672033891,0.0072963970247746715,0.05486796927649725
united arab emirates,-0.015389649226235834,0.012884082135713631,0.15084009729641096
united kingdom of great britain and northern ireland,-0.014954188453932463,0.009214062558180155,0.08780512275192646
united republic of tanzania,-0.014461466640633714,0.005061452688135583,0.016481345883314655
united states of america,-0.015028963448962101,0.00984425869322388,0.09862915147746568
uruguay,-0.014998356804661323,0.009586308974372498,0.09419869719294614
uzbekistan,-0.014541043160029144,0.005732115587455798,0.02800041761943655
vanuatu,-0.014252959628877515,0.003304176570816003,-0.013701014995892363
"venezuela, bolivarian republic of",-0.014248323409976999,0.0032651029843695674,-0.014372129270620045
viet nam,-0.014669059967258449,0.0068110283590924825,0.046531446585103504
yemen,-0.014072559853805958,0.001783785416422857,-0.03981472248168223
zambia,-0.014525817638701139,0.00560379642553367,0.025796452508501905
zimbabwe,-0.013681805497516861,-0.0015094529848272325,-0.09637823512954484
