country,PC1,PC2,PC3
Chad,-0.664217615793515,-0.056056521301543115,-0.14729831615554198
Chile,0.5008766552358676,0.04039906809347379,0.05130277073716043
China,0.3043230389383011,0.30154719247641815,-0.1565851782256967
"China, People's Republic of",0.05050765555848684,-0.06347478230380207,-0.036250039904023756
Colombia,0.05747052880211834,0.21206527524899432,-0.08310149987564115
Comoros,-0.3981047989739552,0.04140732917446677,0.1768625957852759
Congo,-0.33488189892277975,-0.32711125023682047,-0.12876940497217673
Congo (Democratic Republic of the),-0.18446148316357086,-0.132521947797416,-0.3044603056422625
"Congo, Dem. Rep.",-0.1760903845798341,0.18489679310228174,0.03659702072592362
"Congo, Democratic Republic of the",-0.015015809435723795,0.005039172310704756,0.005079650566728046
"Congo, Rep.",-0.14169150689892726,0.1464962322916358,0.029807359839378815
"Congo, Republic of",-0.014420517641476047,0.004416711410978492,0.004704163318026962
Cook Islands,0.04638175053159217,-0.06345592445636117,-0.007314596627527817
Costa Rica,0.15537335289257234,-0.09428679472148127,-0.1510793955407404
Croatia,0.2672775737134772,0.045598767367588604,0.10040401450471151
"Croatia, Republic of",-0.011175345053929527,0.001023429212012841,0.0026572328240532872
Cuba,-0.20650674032160846,0.03023811208781345,0.0888168202803256
Cyprus,0.47602957916483063,0.06423356084186489,0.0436573248293705
Czech Republic,0.13691389868675324,0.12851480511312652,0.28279974774136296
Czechia,0.4268763403637704,-0.017187398630528143,-0.19903779097682572
Côte D'Ivoire,0.007507673086764793,0.031573495078221166,-0.014072744788537324
Côte d'Ivoire,-0.014508591712485848,0.004508805180812147,0.0047597170664994476
Côte d’Ivoire,-0.04459897759984112,0.03810875493860467,0.010643207023904405
"Democratic People's Republic
of Korea",-0.1859055679081121,-0.20877671215947424,0.15162612290426564
"Democratic Republic of the
Congo",-0.11830749353292352,-0.12477413249443425,0.09371424301141323
Denmark,1.0334914636807764,-0.13879347359165872,-0.06117939643595151
Djibouti,-0.3129144232078593,0.0018942978485531302,0.15370790756316985
Dominica,-0.10818040271249196,-0.27091332839055693,0.13664111452463606
Dominican Republic,0.09418200019631387,0.11393658249769517,0.0873945192396377
Ecuador,-0.18701671775247658,0.2378685450557903,-0.23938540155615298
Egypt,0.15525781461748253,0.20979876642287953,-0.10778451468788525
"Egypt, Arab Rep.",-0.06787704977438291,0.06409480699486848,0.015237839954192693
"Egypt, Arab Republic of",-0.04419234345459716,0.035547322753516755,0.023483090008093673
El Salvador,-0.09328903615513062,0.06452006791380921,0.025196519089946717
