,pqc_norm,ai_norm,legal_norm,res_norm,pc1,pc2,reproducible,audit_ready,pqc_score,ai_index,legal_wgi_score,res_index,qvp_global_score,rank,explained_variance_ratio,predicted_qvp_score,residual,imf_res,ndgain_res,global_resilience,oecd_ai,oxford_ai,rule_of_law,regulatory_quality,government_effectiveness,control_of_corruption,sci_score,qssi_global_score,manifest_version,consistency_checks,spearman_rho,spearman_p,kendall_tau,kendall_p,countries,cronbach_alpha,random_seed,importance,schema_version,statistics,ai_missing,legal_missing,pqc_missing,res_missing,null_counts,duplicate_iso3,row_count,pqc,sci_plus_score,sci_ultra_score,sci_adjusted_score,confidence_score,rank_raw,rank_adjusted,rank_gap,risk_flag
spearman_rho,0.0018408183477968043,0.0017784061340175052,0.0010591386293490972,0.0007052593325817126,0.0004056327416692364,0.00022580333134337427,,,3.3421474828876925e-05,0.0012742778652958032,0.00118339822317211,0.0009346712804849154,0.0002586537248077484,0.000605291799351749,0.0,0.00014931639852725002,-0.0005016804059316577,0.00019597894635549383,0.00012723955600172322,0.00019597894635549383,0.0003209471304632656,0.0006446922621099456,0.0005370547884682923,0.0005411152400930048,7.224989332333717e-05,0.0013203612896931915,0.00018248971192555985,5.037858781798135e-05,,,1.0,-0.9531607576825757,0.998934126564701,-0.9531607576825776,,,,0.00016514189288867838,,0.00010691371736998607,,,,,0.0003121804649071065,,,-0.0004505123985778069,-0.00028886620565373453,0.0007878718282907787,0.0007734947104288814,-0.00013108446895623938,6.822014646572511e-15,5.914427707686898e-15,0.0007268280651240012,
spearman_p,-0.0026555344823743043,-0.0025654996421583293,-0.0015278960877492208,-0.0010173955941574168,-0.0005851591679153956,-0.00032574019774063743,,,-4.821327371147517e-05,-0.001838252435644032,-0.0017071509482588284,-0.001348341523202246,-0.00037312963879826373,-0.0008731840634892763,0.0,-0.00021540139772438808,0.0007237159596298222,-0.0002827160270800472,-0.00018355370527906075,-0.0002827160270800472,-0.00046299308836853485,-0.0009300225275393378,-0.000774746466114715,-0.0007806040073087096,-0.0001042265160552619,-0.0019047316310056319,-0.0002632566778116674,-7.26753279561595e-05,,,-0.9531607576825757,1.0,-0.9652755744465386,1.0000000000000004,,,,-0.0002382309974134115,,-0.0001542319824522077,,,,,-0.0004503464398207349,,,0.000649901827941803,0.00041671367020160806,-0.0011365710311508693,-0.0011158308357448997,0.0001891003139028078,-8.934981500764628e-18,-3.681251427267052e-18,-0.0010485102954297407,
kendall_tau,0.0019468465504641679,0.001880839492653766,0.0011201433261915847,0.0007458811459955605,0.00042899654103133997,0.00023880924330968006,,,3.5346498502768975e-05,0.0013476742392049602,0.0012515600745507313,0.0009885068564204544,0.0002735517670657538,0.0006401556421911673,0.0,0.00015791678507964308,-0.0005305763976601616,0.0002072670212850549,0.00013456835161401422,0.0002072670212850549,0.00033943317361358845,0.0006818255088101408,0.000567988288253372,0.0005722826154200526,7.64113720212295e-05,0.0013964119954024612,0.00019300082845311457,5.328031418024502e-05,,,0.998934126564701,-0.9652755744465386,1.0,-0.9652755744465404,,,,0.00017465380269260708,,0.00011307177707585256,,,,,0.0003301615620896671,,,-0.0004764611946378653,-0.0003055044386560617,0.0008332519897848367,0.0008180467728491861,-0.00013863472542119496,-6.6042039880082426e-15,-5.40734926909325e-15,0.0007686922031497766,
kendall_p,-0.002655534482374304,-0.002565499642158327,-0.001527896087749218,-0.001017395594157417,-0.0005851591679154006,-0.00032574019774063694,,,-4.821327371147519e-05,-0.0018382524356440277,-0.0017071509482588267,-0.001348341523202243,-0.0003731296387982667,-0.0008731840634892761,0.0,-0.00021540139772438825,0.0007237159596298254,-0.0002827160270800478,-0.00018355370527906102,-0.0002827160270800478,-0.0004629930883685339,-0.0009300225275393343,-0.0007747464661147186,-0.0007806040073087091,-0.00010422651605526222,-0.0019047316310056312,-0.00026325667781166624,-7.267532795616039e-05,,,-0.9531607576825776,1.0000000000000004,-0.9652755744465404,1.0,,,,-0.00023823099741341198,,-0.00015423198245220735,,,,,-0.00045034643982073453,,,0.0006499018279418035,0.0004167136702016079,-0.001136571031150866,-0.0011158308357448986,0.0001891003139028081,-1.2038080504136164e-17,-4.578823453979192e-18,-0.001048510295429741,
countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cronbach_alpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
importance,-0.001588535507917046,-0.0015346768434628887,-0.0009139844366198155,-0.0006086040447393285,-0.00035004106411962106,-0.00019485714604774152,,,-2.8841085571354284e-05,-0.0010996389939271086,-0.0010212143418521671,-0.0008065752490212946,-0.00022320541654472924,-0.0005223369905402149,0.0,-0.00012885269274833937,0.00043292546459050313,-0.00016912017172235252,-0.00010980146572402482,-0.00016912017172235252,-0.00027696155545221276,-0.0005563376480203405,-0.00046345181326976873,-0.00046695578289920924,-6.234809704760592e-05,-0.0011394067179280546,-0.00015747962723727517,-4.347423834066587e-05,,,0.00016514189288867838,-0.0002382309974134115,0.00017465380269260708,-0.00023823099741341198,,,,1.0,,-9.226126876074038e-05,,,,,-0.00026939635514750877,,,0.00038876999609652006,0.00024927729846637743,-0.0006798945569124377,-0.0006674878127849706,0.00011311943610109276,1.415204692337063e-15,1.0192814881841232e-15,-0.0006272167978862104,
schema_version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
statistics,-0.0010284261210414334,-0.0009935577425298592,-0.0005917182613547798,-0.0003940134128962113,-0.00022661839913788652,-0.0001261515262758598,,,-1.8671868279155238e-05,-0.0007119119839834859,-0.0006611394577636265,-0.0005221809966128737,-0.00014450434352176637,-0.00033816367489534387,0.0,-8.341990111553707e-05,0.00028027818958406683,-0.00010948927570551844,-7.108603799945204e-05,-0.00010948927570551844,-0.00017930634646216436,-0.00036017587676816313,-0.00030004110593337847,-0.0003023095940319905,-4.03644811720606e-05,-0.0007376578146132499,-0.000101953126874107,-2.8145447224040474e-05,,,0.00010691371736998607,-0.0001542319824522077,0.00011307177707585256,-0.00015423198245220735,,,,-9.226126876074038e-05,,1.0,,,,,-0.00017440859657583214,,,0.000251691710426926,0.00016138341500485144,-0.000440167259966547,-0.00043213506951575215,7.323410921770889e-05,6.476169807748938e-16,5.544265077539318e-16,-0.0004060634057495809,
ai_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legal_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pqc_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
res_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null_counts,-0.003002931265395741,-0.0029011180754507245,-0.0017277753170334856,-0.0011504911946161143,-0.0006617096378259047,-0.0003683535012194385,,,-5.4520529858018734e-05,-0.0020787324545488263,-0.0019304802823318587,-0.0015247314404425632,-0.0004219424247096584,-0.0009874139244287767,0.0,-0.00024358018927246505,0.0008183924166163252,-0.00031970091240859645,-0.00020756618455517202,-0.00031970091240859645,-0.0005235618026998926,-0.001051687991252361,-0.0008760987293864968,-0.0008827225535946437,-0.0001178614195458539,-0.0021539084522903167,-0.0002976958928125764,-8.218270784710398e-05,,,0.0003121804649071065,-0.0004503464398207349,0.0003301615620896671,-0.00045034643982073453,,,,-0.00026939635514750877,,-0.00017440859657583214,,,,,1.0,,,0.000734921926835981,0.0004712281151965293,-0.0012852571515984475,-0.0012618037256878938,0.00021383840002265361,-1.0732065047624088e-16,-1.6406345388113944e-16,-0.0011856763183215597,
duplicate_iso3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
row_count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pqc,0.004333575989500732,0.004186647819534139,0.0024933789578966965,0.0016602914207772977,0.0009549232883043351,0.0005315765655137967,,,7.867940963239465e-05,0.14927136797639556,0.13707199531281491,0.0022003632373742378,0.0006089115597631425,-0.08262574090423756,0.0,0.0003515142926889207,-0.0011810346002610278,0.0004613652712600481,0.00029954193223987363,0.0004613652712600481,0.24764067172006243,0.24652668652897342,0.22149552312092768,0.2181937370378014,0.23030846707440783,0.21282681790844984,0.0004296094912766909,0.00011859912132605186,,,-0.0004505123985778069,0.000649901827941803,-0.0004764611946378653,0.0006499018279418035,,,,0.00038876999609652006,,0.000251691710426926,,,,,0.000734921926835981,,,1.0,0.6462987904307371,0.001854774232324311,0.0018209282350588364,-0.00030859346221082237,2.7713747709998235e-16,1.7461695823948156e-16,0.001711067610372418,
sci_plus_score,0.002778666373968315,0.0026844567959514332,0.0015987416130818833,0.0010645702193936865,0.0006122918433550242,0.00034084412765838997,,,5.0448828034659396e-05,0.24133334668989612,0.24289867631426426,0.0014108614578401254,0.0003904309235452742,-0.1325959430853469,0.0,0.00022538913530763157,-0.0007572732399729826,0.0002958250111392162,0.000192064728234759,0.0002958250111392162,0.40350630570778706,0.40240263319146763,0.3954380954388114,0.3885392838413041,0.4092542987655491,0.38744078318249336,0.0002754633702603256,7.604513944354262e-05,,,-0.00028886620565373453,0.00041671367020160806,-0.0003055044386560617,0.0004167136702016079,,,,0.00024927729846637743,,0.00016138341500485144,,,,,0.0004712281151965293,,,0.6462987904307371,1.0,0.0011892715861322844,0.0011675697088092693,-0.0001978685221514267,1.4235676805294742e-15,1.1261078738624711e-15,0.0010971276479394023,
sci_ultra_score,-0.007578709151436065,-0.007321756032573488,-0.004360508266612295,-0.0029035756648045207,-0.0016700032217099815,-0.0009296396766801565,,,-0.000137597301455849,-0.005246243514868107,-0.004872089065431328,-0.0038480721334932712,-0.0010648858175263964,-0.002492006071387056,0.0,-0.0006147404806830303,0.002065434586781395,-0.0008068517113641263,-0.0005238494002655726,-0.0008068517113641263,-0.0013213497995073588,-0.0026542190610916363,-0.0022110720729697957,-0.0022277890846851773,-0.0002974551662926472,-0.005435970475527294,-0.0007513160934452803,-0.00020741028848279383,,,0.0007878718282907787,-0.0011365710311508693,0.0008332519897848367,-0.001136571031150866,,,,-0.0006798945569124377,,-0.000440167259966547,,,,,-0.0012852571515984475,,,0.001854774232324311,0.0011892715861322844,1.0,0.8528105361869527,0.20490084203701883,-0.9610544586534603,-0.7807961545248158,0.30890870322092406,
sci_adjusted_score,-0.007440412551911935,-0.007188148324239934,-0.004280937530564856,-0.0028505910954168263,-0.001639528933524245,-0.0009126755732294796,,,-0.00013508642018118629,-0.005150509845204304,-0.004783182981708599,-0.0037778523532969073,-0.0010454537368774634,-0.0024465318410425672,0.0,-0.0006035226708463673,0.002027744450613962,-0.0007921282478069012,-0.0005142901746413558,-0.0007921282478069012,-0.0012972377534580532,-0.0026057847613703395,-0.002170724337902528,-0.002187136296893388,-0.00029202719205766793,-0.005336774660401423,-0.000737606046151704,-0.00020362545691974374,,,0.0007734947104288814,-0.0011158308357448997,0.0008180467728491861,-0.0011158308357448986,,,,-0.0006674878127849706,,-0.00043213506951575215,,,,,-0.0012618037256878938,,,0.0018209282350588364,0.0011675697088092693,0.8528105361869527,1.0,0.6619845128437705,-0.7965654926630912,-0.9555427975466378,-0.20617479576187817,
confidence_score,0.0012609297969379833,0.0012181784737883526,0.0007254922564383596,0.0004830908536346282,0.00027785164744546586,0.00015467150741886755,,,2.2893151579985308e-05,0.0008728590367710221,0.0008106080010702787,0.0006402342030724129,0.00017717347780801666,0.00041461476443738687,0.0,0.00010227923700311334,-0.0003436426919227278,0.00013424230224952174,8.71569689114923e-05,0.00013424230224952174,0.00021984341938510954,0.00044160342280667785,0.0003678735526428411,0.00037065489413073727,4.948996919394458e-05,0.0009044254121519514,0.0001250024021527569,3.450849052474422e-05,,,-0.00013108446895623938,0.0001891003139028078,-0.00013863472542119496,0.0001891003139028081,,,,0.00011311943610109276,,7.323410921770889e-05,,,,,0.00021383840002265361,,,-0.00030859346221082237,-0.0001978685221514267,0.20490084203701883,0.6619845128437705,1.0,-0.20234345956329142,-0.733324504866922,-0.8111231801051166,
rank_raw,-5.4013805658857135e-18,-5.329143956200602e-17,6.419384867150411e-17,1.00212715153242e-17,-2.4587501975203382e-17,-1.6572437896795365e-18,,,-3.286953728645801e-16,-1.0397820448237162e-16,-7.970448006978718e-17,3.467831520659309e-16,1.0709981914015077e-16,5.0340428451973316e-17,0.0,-8.169894709737236e-17,1.2816203558111724e-16,2.6304337904531073e-16,1.459789839493658e-16,2.6304337904531073e-16,-3.047972370760093e-17,1.4669010682695285e-16,-3.0677842268187126e-16,-6.370086026363721e-17,-8.788545323341197e-16,-1.279136944927781e-16,-7.99209363256815e-16,-4.952005855339523e-16,,,6.822014646572511e-15,-8.934981500764628e-18,-6.6042039880082426e-15,-1.2038080504136164e-17,,,,1.415204692337063e-15,,6.476169807748938e-16,,,,,-1.0732065047624088e-16,,,2.7713747709998235e-16,1.4235676805294742e-15,-0.9610544586534603,-0.7965654926630912,-0.20234345956329142,1.0,0.7897052873488811,-0.31890193804362044,
rank_adjusted,2.915805377099736e-18,-1.9893924669452804e-17,5.740535907984785e-17,1.7785964954694715e-17,-1.656872081280665e-17,1.0113341742411434e-18,,,-2.2026577116935164e-16,-8.450634610404132e-17,-5.362110325236266e-17,2.894621914123252e-16,8.217600505730674e-17,4.4387431471864787e-17,0.0,-7.529947944224057e-17,7.371243249741156e-17,2.317725699996658e-16,1.861338959823704e-16,2.317725699996658e-16,-2.9668266087466064e-17,1.280397417281041e-16,-2.1296618835889648e-16,-6.686567513806469e-17,-7.143903018161902e-16,-5.2282174314489523e-17,-6.439085036413049e-16,-4.574791983507897e-16,,,5.914427707686898e-15,-3.681251427267052e-18,-5.40734926909325e-15,-4.578823453979192e-18,,,,1.0192814881841232e-15,,5.544265077539318e-16,,,,,-1.6406345388113944e-16,,,1.7461695823948156e-16,1.1261078738624711e-15,-0.7807961545248158,-0.9555427975466378,-0.733324504866922,0.7897052873488811,1.0,0.3189019380436199,
rank_gap,-0.006991516019286506,-0.0067544714499758315,-0.004022659108441196,-0.0026786086348022037,-0.00154061252959326,-0.0008576118388765549,,,-0.00012693635790963289,-0.004839768203577092,-0.0044946029815512495,-0.0035499261717397827,-0.0009823792024708639,-0.0022989271682183894,0.0,-0.0005671108143245748,0.0019054061465776527,-0.0007443374000070633,-0.0004832619118197092,-0.0007443374000070633,-0.0012189725328866027,-0.002448572007912554,-0.0020397597412795247,-0.0020551815305139822,-0.00027440854617893896,-0.005014795250826584,-0.000693104643272742,-0.000191340283090399,,,0.0007268280651240012,-0.0010485102954297407,0.0007686922031497766,-0.001048510295429741,,,,-0.0006272167978862104,,-0.0004060634057495809,,,,,-0.0011856763183215597,,,0.001711067610372418,0.0010971276479394023,0.30890870322092406,-0.20617479576187817,-0.8111231801051166,-0.31890193804362044,0.3189019380436199,1.0,
risk_flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
