country,AI_INDEX,LEGAL_WGI_SCORE,PQC,RES_INDEX,AI_OBSERVED,LEGAL_OBSERVED,PQC_OBSERVED,RES_OBSERVED,AI_IMPUTED,LEGAL_IMPUTED,PQC_IMPUTED,RES_IMPUTED,OBSERVED_COUNT,CONFIDENCE_SCORE,CONFIDENCE_TIER,AI_NORM,LEGAL_NORM,PQC_NORM,RES_NORM,QSSI_ENTROPY,QSSI_CRITIC,QSSI_PCA,QSSI_SCORE
Kazakhstan,0.6431786189671082,0.477791166390182,0.7699660152931181,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.6768388026166171,0.4563074851675977,0.781826115413985,0.3559270285438891,0.5721143294548542,0.583759125935708,0.5987154425122246,0.5848629659675956
Kenya,0.6230120368442038,0.3828781232875737,0.4955395072217502,0.2175382202561744,True,True,True,True,False,False,False,False,4,1.0,A,0.6554167029678434,0.3489452545482623,0.4999454565288535,0.1175048035323823,0.4439662507761795,0.42648418071354993,0.4637480562999543,0.44473282926322794
Kiribati,0.1606657737509384,0.5066895171565442,0.615016992353441,0.4390000363121789,True,True,False,True,False,False,True,False,3,0.75,B,0.1642859967400838,0.488996263211965,0.622668266608487,0.5039270883230439,0.3842658742535376,0.4297343179332619,0.4054383983298776,0.4064795301722257
Kuwait,0.4451672017271014,0.5619613041168726,0.3539719626168224,0.5664796184894159,True,True,True,True,False,False,False,False,4,1.0,A,0.4664997235471563,0.5515177264840079,0.3545325624522744,0.7263625053460374,0.5249547870723033,0.5153717887226115,0.4980869237596162,0.5128044998515102
Kyrgyzstan,0.3000051028179664,0.4672230367361789,0.5929269328802039,0.354179974671984,True,False,True,False,False,True,False,True,2,0.5,C,0.3123002201754467,0.4443531958935565,0.5999781826115413,0.3559270285438891,0.39714238381020345,0.42464904617302635,0.42147868553436274,0.41442337183919753
Lao People's Democratic Republic,0.2653457711590519,0.4672230367361789,0.615016992353441,0.2329903592567963,True,False,False,True,False,True,True,False,2,0.5,C,0.2754830911234248,0.4443531958935565,0.622668266608487,0.144466791670388,0.34092313047198486,0.3704816069374094,0.3851883981977031,0.3655310452023658
Latvia,0.6839439135939636,0.7128040076102724,0.8672472387425658,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.7201420355782546,0.7221455832074993,0.8817497545543798,0.3559270285438891,0.6676907865010946,0.6781132644639474,0.7097913489852026,0.6851984666500816
Lebanon,0.3142402396745158,0.2330648139015806,0.1769328802039082,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.3274215986220496,0.1794818115232982,0.1726846296498309,0.3559270285438891,0.27462531956215913,0.26300663392456486,0.25483130799067016,0.26415442049246474
Lesotho,0.2730036145402973,0.3863100548279978,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.2836176913748687,0.3528273324320622,0.622668266608487,0.3559270285438891,0.3675567172497341,0.4028582374120647,0.39168246116979644,0.38736580527719844
Liberia,0.0504072981046679,0.2611678516452462,0.0972812234494477,0.1599226499175314,True,True,True,True,False,False,False,False,4,1.0,A,0.0471631229669578,0.2112709599976283,0.0908694229300752,0.0169730697722596,0.08638391413807828,0.08572156254580277,0.09783410496777034,0.08997986055055046
Libya,0.2584009785731744,0.1207095039707569,0.1858538657604078,0.3088199064908667,True,True,True,True,False,False,False,False,4,1.0,A,0.2681059343048796,0.0523895141763543,0.1818479328024435,0.2767795642226586,0.2055066660344676,0.2027525120977533,0.1905765151770148,0.19961189776974522
Liechtenstein,0.3973887009210851,0.883351736046467,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.4157466609261465,0.9150630574915718,0.622668266608487,0.3559270285438891,0.5532758845416478,0.5596937038609366,0.5915784947392159,0.5681826943806001
Lithuania,0.774994360523512,0.7764022725384304,0.9646346644010196,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.8168610400829838,0.7940856597555122,0.9817824806370676,0.3559270285438891,0.7383907545784856,0.7481106942711053,0.7876053375584458,0.7580355954693455
Luxembourg,0.762188958278292,0.937967768108498,0.7787807986406118,0.6912954714143279,True,True,True,True,False,False,False,False,4,1.0,A,0.8032584077049283,0.9768427543391134,0.7908803316243046,0.9441500586330682,0.8726350051183914,0.8688795895473413,0.8662694823889139,0.8692613590182156
Madagascar,0.1258502387956234,0.289553912480526,0.0707306711979609,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.1273029395917407,0.2433802540435174,0.0635976873568234,0.3559270285438891,0.19387439656738206,0.18794234389545894,0.17444797320102215,0.18542157122128772
Malawi,0.1971199171180266,0.3713945544816081,0.615016992353441,0.2179637079453785,True,True,False,True,False,False,True,False,3,0.75,B,0.2030096776822058,0.3359554533346797,0.622668266608487,0.1182472246320583,0.28092790500300285,0.32006342323630843,0.326205055302319,0.30906546118054345
Malaysia,0.694076623688973,0.6343759533959803,0.7256796941376381,0.3700095659368269,True,True,True,True,False,False,False,False,4,1.0,A,0.7309055811332,0.6334305808397249,0.7363368604778008,0.3835476221649402,0.634453100729702,0.6314888704825022,0.6591924028199269,0.6417114580107103
Maldives,0.1996851448508534,0.4499312203774921,0.2743203058623619,0.4547381138887519,True,True,True,True,False,False,False,False,4,1.0,A,0.2057346096404082,0.4247933133416767,0.2727173557325188,0.5313880023697982,0.33753508452936687,0.3442689875356053,0.32447852761277785,0.3354275332259167
Mali,0.164000206501554,0.2540790397009392,0.0796516567544605,0.288416805030704,True,True,True,True,False,False,False,False,4,1.0,A,0.167828022365472,0.2032523501427214,0.072760990509436,0.2411787856168425,0.17729280459497612,0.16752271483586162,0.16493663608904813,0.1699173851732953
Malta,0.7284453468786497,0.6159298724988426,0.5751911639762107,0.4503893289071978,True,True,True,True,False,False,False,False,4,1.0,A,0.7674140092090799,0.6125650356357804,0.5817606632486091,0.5237999338776186,0.650140188161924,0.6304577531881543,0.6491989392088664,0.6432656268529815
Marshall Islands,0.07196940804226,0.5074425213986395,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.0700676322638654,0.4898480346066486,0.622668266608487,0.3559270285438891,0.3156037908226937,0.3673354221255696,0.35188689481833335,0.3449420359221989
Mauritania,0.2519152571237976,0.3001384654321052,0.159303313508921,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.2612164291653379,0.2553531207628101,0.1545761972291916,0.3559270285438891,0.26366332418781807,0.2542506639048677,0.24728715910419632,0.2550670490656274
Mauritius,0.5849327554430694,0.6498424329697279,0.5486406117247239,0.3852061364022879,True,True,True,True,False,False,False,False,4,1.0,A,0.6149667072393992,0.6509257078800705,0.5544889276753572,0.4100636761954948,0.5704725226097112,0.5592623935743087,0.5830270419902186,0.5709206527247461
Mexico,0.500762320526709,0.3467610006428698,0.362786745964316,0.2448524026908713,True,True,True,True,False,False,False,False,4,1.0,A,0.5255560459151378,0.3080908606321857,0.363586778662594,0.1651645264208435,0.372129057281266,0.3546330947202454,0.38027957764558673,0.36901390988236604
Micronesia (Federated States of),0.1304678909160848,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.1322080743966885,0.4443531958935565,0.622668266608487,0.3559270285438891,0.3293866662059979,0.37650002364324486,0.3619435323054465,0.35594340738489644
Monaco,0.3630602395623732,0.8397839801049591,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.3792810012752637,0.8657807743821543,0.622668266608487,0.3559270285438891,0.5271532299822586,0.5384792545995316,0.5650943549900844,0.5435756131906249
Mongolia,0.427361966866255,0.433235355213235,0.4867247238742566,0.3697003596208008,True,True,True,True,False,False,False,False,4,1.0,A,0.4475859823323936,0.4059075494091425,0.4908912403185339,0.383008097052944,0.4305592367783763,0.435177995493147,0.4378044794744089,0.43451390391531075
Montenegro,0.4093138007105392,0.5286793346803573,0.7875955819881053,0.3333746476230859,True,True,True,True,False,False,False,False,4,1.0,A,0.4284141855693589,0.5138703562037621,0.799934547834624,0.3196244182012598,0.48253756513340984,0.5174986036056684,0.524218333884599,0.5080848342078924
Morocco,0.4340845645761779,0.4499010939512184,0.796516567544605,0.2001909856827422,True,True,True,True,False,False,False,False,4,1.0,A,0.4547271110156237,0.4247592354086593,0.8090978509872369,0.0872361182210958,0.4235948378483402,0.45533805343797734,0.48054255930100637,0.453158483529108
Mozambique,0.1701757940696429,0.2754857281360427,0.2743203058623619,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.1743880855168314,0.2274668284213415,0.2727173557325188,0.3559270285438891,0.24084238025483468,0.2530656033467835,0.23620307395652068,0.24337035251937963
Myanmar,0.1148774880758125,0.1413759290844218,0.3982582837723025,0.3698399394553571,True,True,True,True,False,False,False,False,4,1.0,A,0.1156470547269488,0.0757666331328272,0.4000218173884586,0.3832516458485807,0.20698423862560814,0.2432156510804167,0.20751068098463715,0.21923685689688732
Namibia,0.3713029329026881,0.5334794626326764,0.615016992353441,0.2090060451571411,True,True,False,True,False,False,True,False,3,0.75,B,0.3880368626817419,0.5193000888029168,0.622668266608487,0.1026172592382062,0.394302827487721,0.41017787958323243,0.4404171879772132,0.4149659650160556
Nauru,0.1213986273286956,0.5061455163677087,0.0972812234494477,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.1225741826878208,0.4883809090284001,0.0908694229300752,0.3559270285438891,0.25434562861997534,0.24467140803260745,0.2455187168987005,0.24817858451709443
Nepal,0.4195563972366614,0.356052234405786,0.615016992353441,0.4445753857549452,True,True,False,True,False,False,True,False,3,0.75,B,0.4392944587910452,0.3186007710658229,0.622668266608487,0.5136553534865306,0.4546853592079495,0.4789980582574027,0.45963285093083206,0.4644387561320614
Netherlands,0.9102167307466248,0.905486435430314,0.8230671197960918,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.9605019938156892,0.9401010356477368,0.8363695865604887,0.3559270285438891,0.8075358499584439,0.7838827933686944,0.8447480047000185,0.8120555493423856
New Zealand,0.7427354269507555,0.9170317897565512,0.6460280373831776,0.4102926180501374,True,True,True,True,False,False,False,False,4,1.0,A,0.7825937514890532,0.9531607264261198,0.6545216537580452,0.4538363487417613,0.7332289162861614,0.7086836606104098,0.7546360241628084,0.7321828670197931
Nicaragua,0.1542887277258097,0.1964772709589441,0.1769328802039082,0.3890415032781305,True,True,True,True,False,False,False,False,4,1.0,A,0.1575119328663663,0.1380952950362483,0.1726846296498309,0.4167558963604315,0.21057416290457,0.21749304439503914,0.19058137994948632,0.20621619574969846
Niger,0.0923239782444772,0.3128209392553556,0.615016992353441,0.3540554781011742,True,True,False,True,False,False,True,False,3,0.75,B,0.0916894236275406,0.2696990803372332,0.622668266608487,0.355709798096683,0.2718562371382737,0.3278878618114223,0.3000077782735251,0.29991729240774034
Nigeria,0.5835579640472963,0.2750575090100442,0.5751911639762107,0.2713867808869889,True,True,True,True,False,False,False,False,4,1.0,A,0.6135063250042221,0.2269824423026564,0.5817606632486091,0.2114635915628467,0.4310619071295168,0.43151327722051946,0.4474271436192627,0.43666744265643304
North Macedonia,0.3794552652239404,0.4750930531211059,0.8496176720475787,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.3966967374335193,0.4532554761964126,0.8636413221337406,0.3559270285438891,0.4731376887711466,0.5203065611906347,0.5162030298267692,0.5032157599295168
Norway,0.890230870661846,0.9247920136946012,0.796516567544605,0.7233035359814183,True,True,True,True,False,False,False,False,4,1.0,A,0.9392718674763172,0.9619388134504068,0.8090978509872369,1.0,0.9376218543698793,0.924264183497004,0.9229876320506771,0.9282912233058535
Oman,0.6513333733020896,0.6219728920815022,0.5751911639762107,0.435304029798536,True,True,True,True,False,False,False,False,4,1.0,A,0.6855012501702279,0.6194006826750315,0.5817606632486091,0.497478034002809,0.6137407795782832,0.6012012974482517,0.6180183822457471,0.6109868197574274
Pakistan,0.5032371872404733,0.2905122619104253,0.4689889549702634,0.1501952428715164,True,True,True,True,False,False,False,False,4,1.0,A,0.5281849912186396,0.2444643045506276,0.4726737209556016,0.0,0.3395641537984986,0.33220966252547207,0.36745740387282655,0.3464104067322657
Palau,0.1577879901230943,0.620845503984753,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.1612290499918657,0.6181254216899862,0.622668266608487,0.3559270285438891,0.3821131550540496,0.42142781145934516,0.41947015791034387,0.4076703748079129
Panama,0.3780987882333529,0.4550758091891383,0.5751911639762107,0.3411463829258876,True,True,True,True,False,False,False,False,4,1.0,A,0.395255809809466,0.4306126877119674,0.5817606632486091,0.333185093201493,0.4190437023390919,0.4366759394309758,0.4403065440885326,0.43200872861953343
Papua New Guinea,0.2404834352674859,0.326978853742806,0.615016992353441,0.2943451605370392,True,True,False,True,False,False,True,False,3,0.75,B,0.2490728926215425,0.2857140054792625,0.622668266608487,0.2515230007985244,0.3156745445079773,0.35430491827497124,0.3470585205530118,0.33901266111198675
Paraguay,0.3500533788601133,0.3713850121089205,0.615016992353441,0.2345925387626072,True,True,False,True,False,False,True,False,3,0.75,B,0.36546436817485,0.3359446593449007,0.622668266608487,0.1472623881136307,0.35138291327893234,0.37553557784197,0.3886042576803741,0.37184091626709215
Peru,0.6705341359776238,0.4155681176337643,0.681393372982158,0.2685364944856179,True,True,True,True,False,False,False,False,4,1.0,A,0.7058974010331245,0.3859230038355364,0.6908476055416165,0.2064902096808566,0.5210291761785811,0.5195441776765358,0.5487096622238612,0.5297610053596593
Philippines,0.7182405901697629,0.438949807293756,0.5486406117247239,0.3266419423350331,True,True,True,True,False,False,False,False,4,1.0,A,0.7565739316105571,0.4123715326729473,0.5544889276753572,0.3078767164684536,0.5480527287007596,0.5283492284994293,0.5557021323580088,0.5440346965193992
Poland,0.8372766592295362,0.651838110314837,0.9380841121495328,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.8830208683128651,0.6531831465245753,0.9545107450638158,0.3559270285438891,0.726929013531198,0.7315129022701737,0.7668598740302393,0.7417672632772038
Portugal,0.7673731459526376,0.7015072825442665,0.8496176720475787,0.4112874191223301,True,True,True,True,False,False,False,False,4,1.0,A,0.8087653490537869,0.7093671329320342,0.8636413221337406,0.4555721482130873,0.7182050792099344,0.7204366534853075,0.7473596949645108,0.7286671425532509
Qatar,0.6568301168714523,0.6930377838391899,0.3893372982158029,0.4902462445082824,True,True,True,True,False,False,False,False,4,1.0,A,0.6913402063091022,0.6997867397270501,0.3908585142358459,0.5933451072423346,0.6262743546972336,0.5923488111374493,0.6099246513290502,0.6095159390545777
Republic of Korea,0.9183507486626918,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.9691424139563434,0.4443531958935565,0.622668266608487,0.3559270285438891,0.6604606811129263,0.6276465837035354,0.6633805958379797,0.6504959535514804
Republic of Moldova,0.5928091606796755,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.623333476423408,0.4443531958935565,0.622668266608487,0.3559270285438891,0.5236657762701341,0.5238765255348202,0.5388312426257815,0.528791181476912
Romania,0.6618152681024874,0.5630706906556661,0.9380841121495328,0.3381785657104029,True,True,True,True,False,False,False,False,4,1.0,A,0.6966357197374362,0.5527726247522593,0.9545107450638158,0.3280066352186566,0.6234054125606266,0.6481827319447919,0.6687847699827477,0.6467909714960554
Russian Federation,0.6604954199222706,0.2914157776347408,0.615016992353441,0.4404920315660318,True,True,False,True,False,False,True,False,3,0.75,B,0.6952337013356296,0.2454863291364086,0.622668266608487,0.5065304274681761,0.5370543456131468,0.5389094963252876,0.5310520978309182,0.5356719799231175
Rwanda,0.5764678672268,0.5707738424204216,0.6460280373831776,0.4160237011195762,True,True,True,True,False,False,False,False,4,1.0,A,0.6059748176976061,0.561486153780818,0.6545216537580452,0.4638363489831464,0.5725293338850157,0.5763653995973271,0.586261519390292,0.5783854176242116
Saint Kitts and Nevis,0.1288733266580864,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.1305142368280299,0.4443531958935565,0.622668266608487,0.3559270285438891,0.32871661889410114,0.37599173827537086,0.3613334660210757,0.3553472743968492
Saint Lucia,0.2017192548333025,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.2078953578760301,0.4443531958935565,0.622668266608487,0.3559270285438891,0.35932699919805616,0.39921220067752206,0.3892036785324146,0.3825809594693309
Saint Vincent and the Grenadines,0.1408203738733197,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.1432050752851157,0.4443531958935565,0.622668266608487,0.3559270285438891,0.33373685362689187,0.3797999945173777,0.3659043013870644,0.3598137165104447
Samoa,0.1674640510953324,0.6132492421239146,0.615016992353441,0.2420002829906095,True,True,False,True,False,False,True,False,3,0.75,B,0.1715075166696412,0.6095328026874902,0.622668266608487,0.1601879456689141,0.34235536176441167,0.37735279828931384,0.39459451271397156,0.371434224255899
San Marino,0.3385482993830599,0.7315062845905829,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.3532430131865609,0.7433009282331147,0.622668266608487,0.3559270285438891,0.487781453436379,0.5051374263705992,0.5225370052697557,0.5051519616922446
Sao Tome and Principe,0.0850128975548908,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.0839231745865261,0.4443531958935565,0.622668266608487,0.3559270285438891,0.3102861527201489,0.3620107310942519,0.3445528509535548,0.33894991158931853
Saudi Arabia,0.8473691074935811,0.6354236916438878,0.7875955819881053,0.4748710573334173,True,True,True,True,False,False,False,False,4,1.0,A,0.8937416454428136,0.6346157447721356,0.799934547834624,0.5665173901080499,0.7479755081718896,0.739525405012418,0.7576338797629243,0.748378264315744
Senegal,0.4393420098712652,0.4862027587609999,0.3539719626168224,0.3666662555199322,True,True,True,True,False,False,False,False,4,1.0,A,0.4603118708089762,0.4658223768038851,0.3545325624522744,0.3777139770108061,0.4277408230200933,0.4148437603139322,0.4258876408398562,0.42282407472462724
Serbia,0.733904250630777,0.4595242202315567,0.8141461342395921,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.7732127697247906,0.4356445707557911,0.8272062834078759,0.3559270285438891,0.6123034261715485,0.6201579494344943,0.638485363280339,0.6236489129621273
Seychelles,0.2132804885327768,0.6577219598234414,0.615016992353441,0.3779320618281072,True,True,False,True,False,False,True,False,3,0.75,B,0.2201763630986063,0.6598387460841568,0.622668266608487,0.3973713549332969,0.42417960473861616,0.4574169130178539,0.4575590323332062,0.44638518336322547
Sierra Leone,0.143991187984131,0.2853842964313312,0.615016992353441,0.3788767527858566,True,True,False,True,False,False,True,False,3,0.75,B,0.1465732958113094,0.2386637338979798,0.622668266608487,0.3990197187226659,0.2954459736532614,0.3479270731773653,0.31717599776356964,0.3201830148647321
Singapore,0.8926495831531893,0.9467529926189896,0.8584324553950722,0.6450186156262884,True,True,True,True,False,False,False,False,4,1.0,A,0.9418411625455316,0.9867802852527344,0.8726955383440601,0.8634029182681577,0.9251434721613582,0.9150694427725078,0.927258483290662,0.9224904660748425
Slovakia,0.5020638543017402,0.4672230367361789,0.9380841121495328,0.354179974671984,True,False,True,False,False,True,False,True,2,0.5,C,0.5269386097058208,0.4443531958935565,0.9545107450638158,0.3559270285438891,0.5365025427945146,0.5811337850029364,0.5820392062574121,0.566558511351621
Slovenia,0.7389614484756891,0.6988159302417848,0.9027187765505524,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.7785848151967016,0.7063227717238013,0.9181847932802444,0.3559270285438891,0.692650020158545,0.7018153932381774,0.7351102518084566,0.709858555068393
Solomon Islands,0.1387496350804999,0.3921028065990511,0.615016992353441,0.5191449944200035,True,True,False,True,False,False,True,False,3,0.75,B,0.141005417827247,0.359379885497841,0.622668266608487,0.6437696958570021,0.3741430016108608,0.4281451962374277,0.3806947473458452,0.3943276483980446
Somalia,0.1498725340623882,0.4672230367361789,0.615016992353441,0.2619649703562118,True,False,False,True,False,True,True,False,2,0.5,C,0.1528207987837767,0.4443531958935565,0.622668266608487,0.1950237482661273,0.303192788317676,0.3453913023171077,0.3477893763369726,0.33212448899058544
South Africa,0.5727305175621046,0.4668883332338004,0.5044604927782498,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.6020047906275016,0.4439745912946858,0.5091087596814661,0.3559270285438891,0.49769680639177694,0.4879045944177651,0.5043796735076558,0.4966603581057326
South Sudan,0.0077494154071724,0.0743948159425676,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.0018494744576463,0.0,0.622668266608487,0.3559270285438891,0.1723482904148469,0.24476596378917434,0.19461903141214396,0.2039110952053884
Spain,0.8851748838237983,0.6889226499688639,0.9027187765505524,0.4507107159205246,True,True,True,True,False,False,False,False,4,1.0,A,0.9339011084053224,0.695131847868428,0.9181847932802444,0.5243607127342336,0.7873890413154795,0.785129630380856,0.810606731613058,0.7943751344364646
Sri Lanka,0.5075972266814739,0.4224388172360691,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.5328164750669422,0.393694892831039,0.622668266608487,0.3559270285438891,0.4758349117774889,0.4861555919681223,0.4925067747576838,0.484832426167765
State of Palestine,0.3183988206584764,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.3318390817479939,0.4443531958935565,0.622668266608487,0.3559270285438891,0.4083565877155935,0.4364051301824626,0.43384425593650244,0.4262019912781862
Sudan,0.0598416387889014,0.098329870948969,0.615016992353441,0.1810731530476861,True,True,False,True,False,False,True,False,3,0.75,B,0.0571848204973782,0.0270744758726751,0.622668266608487,0.0538779678245703,0.13618610012712268,0.1970051117233128,0.1813766333408206,0.17152261506375202
Suriname,0.0737471163521128,0.3785423411676922,0.615016992353441,0.1714482387703455,True,True,False,True,False,False,True,False,3,0.75,B,0.0719560159437587,0.3440407733025534,0.622668266608487,0.0370837347048362,0.2136790123765427,0.26361008804328323,0.27030942073851827,0.2491995070527814
Sweden,0.807195928866983,0.908237582907886,0.7610450297366185,0.5811283859477431,True,True,True,True,False,False,False,False,4,1.0,A,0.8510673920417107,0.943213035013678,0.7726628122613722,0.7519227138344498,0.8397323020970786,0.8269308904889919,0.8443216244646825,0.8369949390169178
Switzerland,0.7265760665428697,0.922336409910996,0.796516567544605,0.556696497294005,True,True,True,True,False,False,False,False,4,1.0,A,0.7654283524735692,0.9591611225123964,0.8090978509872369,0.7092922215741452,0.8061365523653087,0.8041381507312246,0.820636425446327,0.8103037095142867
Syrian Arab Republic,0.1358913768647058,0.0743948159425676,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.137969212091069,0.0,0.622668266608487,0.3559270285438891,0.22619445960188955,0.2856126613699308,0.24364502074199526,0.2518173805712719
Taiwan,0.7590376695795309,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.7999109281907748,0.4443531958935565,0.622668266608487,0.3559270285438891,0.5935161852393908,0.5768637403011765,0.6024288105960688,0.5909362453788787
Tajikistan,0.304365142258967,0.273922688120869,0.1238317757009345,0.354179974671984,True,True,True,False,False,False,False,True,3,0.75,B,0.3169317040237492,0.225698773609371,0.118141158503327,0.3559270285438891,0.273068260246127,0.2553262235110818,0.2507647686187528,0.2597197507919872
Thailand,0.7226189440159491,0.4707354303628075,0.5486406117247239,0.3676399120567997,True,True,True,True,False,False,False,False,4,1.0,A,0.7612248700699832,0.4483262896037678,0.5544889276753572,0.3794128819971291,0.5736974738096445,0.553819553821193,0.5767107272981459,0.5680759183096612
Timor-Leste,0.080396456441294,0.3399575702057176,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.0790193261824949,0.3003950641039205,0.622668266608487,0.3559270285438891,0.2741765445930819,0.33053411705643676,0.303788963482173,0.30283320837723054
Togo,0.2933923915391562,0.3481284803612382,0.615016992353441,0.3385973020780932,True,True,False,True,False,False,True,False,3,0.75,B,0.3052758191589574,0.309637704649525,0.622668266608487,0.3287372761336887,0.3600686170858466,0.39405337069127555,0.3841368051766834,0.37941959765126854
Tonga,0.1486992011236551,0.4975214161763795,0.615016992353441,0.354179974671984,True,True,False,True,False,False,True,False,3,0.75,B,0.1515744172709579,0.4786256361664315,0.622668266608487,0.3559270285438891,0.34518246259130553,0.3894548353479035,0.37820293743912614,0.3709467451261117
Trinidad and Tobago,0.3066373395088269,0.4455109750341536,0.615016992353441,0.1895207317474974,True,True,False,True,False,False,True,False,3,0.75,B,0.3193453622039762,0.4197932903265837,0.622668266608487,0.0686179023210187,0.33625325063312056,0.3609445010149232,0.3841611687965552,0.36045297348153305
Tunisia,0.4144454671830577,0.4221027110740237,0.796516567544605,0.2013285318234645,True,True,True,True,False,False,False,False,4,1.0,A,0.4338653358866806,0.3933147015938548,0.8090978509872369,0.0892209894128029,0.40830241632240094,0.4429839653570909,0.4647768000645942,0.4386877272480286
Turkmenistan,0.1431475143387359,0.1742850609877841,0.615016992353441,0.1501952428715164,True,True,False,True,False,False,True,False,3,0.75,B,0.1456770972987131,0.1129922629661395,0.622668266608487,0.0,0.18008390718747594,0.22897973384794945,0.22929811758333127,0.2127872528729189
Tuvalu,0.0953299627086195,0.5357063741251519,0.615016992353441,0.5408179286813268,True,True,False,True,False,False,True,False,3,0.75,B,0.0948825526536231,0.5218190912224844,0.622668266608487,0.6815861688026609,0.4025267800816774,0.45692685512276443,0.4131583290147754,0.4242039880730724
Türkiye,0.6721103858304366,0.3942686577959002,0.615016992353441,0.354179974671984,True,True,False,False,False,False,True,True,2,0.5,C,0.7075717839906595,0.3618298187007191,0.622668266608487,0.3559270285438891,0.5374010589584991,0.531954409256447,0.5468159448344665,0.5387238043498042
Uganda,0.3485503866280423,0.3342418160529067,0.2831350892098555,0.3680186843247699,True,True,True,True,False,False,False,False,4,1.0,A,0.3638678036618089,0.2939296079826359,0.2817715719428383,0.3800737907163432,0.3381174388191485,0.33172552324738563,0.3278165625039478,0.33255317485682734
Ukraine,0.7157303056524923,0.3602563960267648,0.8937977909940527,0.2106964565756289,True,True,True,True,False,False,False,False,4,1.0,A,0.753907363485725,0.3233563679233014,0.9090214901276316,0.1055668089809172,0.5371360962281391,0.5541805205444243,0.5867513800766768,0.5593559989497469
United Arab Emirates,0.7817914268610413,0.7280314666812258,0.840696686491079,0.6142531708339929,True,True,True,True,False,False,False,False,4,1.0,A,0.8240812736116244,0.7393703388267536,0.8544780189811279,0.8097211880224644,0.8055776651310846,0.8109910522384417,0.806345684652142,0.8076381340072227
United Kingdom of Great Britain and Northern Ireland,0.9240477396822298,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.975194084416659,0.4443531958935565,0.622668266608487,0.3559270285438891,0.6628545975069465,0.6294625639386473,0.6655602145808119,0.6526257920088019
United Republic of Tanzania,0.4235684629791386,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.443556305028002,0.4443531958935565,0.622668266608487,0.3559270285438891,0.45254962401163823,0.46992914156551036,0.47408123766824994,0.46552000108179953
United States of America,0.947399817300537,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,1.0,0.4443531958935565,0.622668266608487,0.3559270285438891,0.6726673076293918,0.6369063024416939,0.6744945144395229,0.6613560415035361
Uruguay,0.6743093254595549,0.7147129937076987,0.8141461342395921,0.3008470431696006,True,True,True,True,False,False,False,False,4,1.0,A,0.7099076237263928,0.7243049598215165,0.8272062834078759,0.2628679467899351,0.6359121093330098,0.6397573952215935,0.6814019610768766,0.6523571552104933
