country,AI_INDEX,LEGAL_WGI_SCORE,PQC,RES_INDEX,AI_OBSERVED,LEGAL_OBSERVED,PQC_OBSERVED,RES_OBSERVED,AI_IMPUTED,LEGAL_IMPUTED,PQC_IMPUTED,RES_IMPUTED,OBSERVED_COUNT,CONFIDENCE_SCORE,CONFIDENCE_TIER,AI_NORM,LEGAL_NORM,PQC_NORM,RES_NORM,QSSI_ENTROPY,QSSI_CRITIC,QSSI_PCA,QSSI_SCORE,RANK_ENTROPY,RANK_CRITIC,RANK_PCA,QSSI_KNN_SCORE,KNN_RANK,QSSI_TIER,QSSI_RANK,QSSI_NO_RES,QSSI_NO_RES_RANK,ORIGINAL_TIER,LODO_TIER,TIER_CHANGED
Monaco,0.3630602395623732,0.8397839801049591,0.5858467705974792,0.3811148086830341,True,True,False,False,False,False,True,True,2,0.5,C,0.3792810012752637,0.8657807743821543,0.5927057043684809,0.4029248373958454,0.5271532299822586,0.5384792545995316,0.5650943549900844,0.5461785135448523,70.0,67.0,63.0,0.5461785135448523,64,Silver,64,0.5804647654913283,70.0,Tier 2,Tier 2,False
Philippines,0.7182405901697629,0.438949807293756,0.5486406117247239,0.3266419423350331,True,True,True,True,False,False,False,False,4,1.0,A,0.7565739316105571,0.4123715326729473,0.5544889276753572,0.3078767164684536,0.5480527287007596,0.5283492284994293,0.5557021323580088,0.5440346965193992,61.0,71.0,66.0,0.5440346965193992,65,Silver,65,0.6005566107966664,64.0,Tier 2,Tier 2,False
Sri Lanka,0.5075972266814739,0.4224388172360691,0.8369103885254695,0.3831080152572754,True,True,False,False,False,False,True,True,2,0.5,C,0.5328164750669422,0.393694892831039,0.8505888751342664,0.4064027256033696,0.4758349117774889,0.4861555919681223,0.4925067747576838,0.543821221893437,88.0,88.0,90.0,0.543821221893437,66,Silver,66,0.5767108852693795,71.0,Tier 2,Tier 2,False
Indonesia,0.6857033074986308,0.4672230367361789,0.4601741716227697,0.3733595901203665,True,True,True,True,False,False,False,False,4,1.0,A,0.7220109646470243,0.4443531958935565,0.4636195047452819,0.3893929819753194,0.5454157678736613,0.5199375113395043,0.5415104330950449,0.5356212374360702,62.0,75.0,71.0,0.5356212374360702,67,Silver,67,0.5706194234735857,75.0,Tier 2,Tier 2,False
Zambia,0.4928847042832384,0.3785506754166776,0.7901761123531975,0.4380475743788147,True,True,False,True,False,False,True,False,3,0.75,B,0.5171879903302125,0.3440502007061258,0.8025851722393048,0.5022651651842323,0.4891076365954682,0.5050366689792776,0.4930542651214582,0.5346029217851107,84.0,84.0,89.0,0.5346029217851107,68,Silver,68,0.5423426217356256,79.0,Tier 2,Tier 3,True
Russian Federation,0.6604954199222706,0.2914157776347408,0.592746599812476,0.4404920315660318,True,True,False,True,False,False,True,False,3,0.75,B,0.6952337013356296,0.2454863291364086,0.5997929512200582,0.5065304274681761,0.5370543456131468,0.5389094963252876,0.5310520978309182,0.5307298929617672,66.0,66.0,74.0,0.5307298929617673,69,Silver,69,0.5365217790284137,85.0,Tier 2,Tier 3,True
Peru,0.6705341359776238,0.4155681176337643,0.681393372982158,0.2685364944856179,True,True,True,True,False,False,False,False,4,1.0,A,0.7058974010331245,0.3859230038355364,0.6908476055416165,0.2064902096808566,0.5210291761785811,0.5195441776765358,0.5487096622238612,0.5297610053596593,74.0,76.0,69.0,0.5297610053596593,70,Silver,70,0.6071324505158193,59.0,Tier 2,Tier 2,False
Albania,0.4463222202606491,0.4876508458624123,0.955819881053526,0.2701885519067149,True,True,True,True,False,False,False,False,4,1.0,A,0.4677266504488516,0.46746040100221,0.972728264426748,0.2093728366484972,0.4900775255737857,0.5389446882811303,0.5515967079831909,0.5268729739460356,83.0,65.0,68.0,0.5268729739460356,71,Silver,71,0.6028632730647895,62.0,Tier 2,Tier 2,False
Azerbaijan,0.5773847984929369,0.4373378402041625,0.7610450297366185,0.2924742011307767,True,True,True,False,False,False,False,True,3,0.75,B,0.6069488346546963,0.4105481333089987,0.7726628122613722,0.2482584181205981,0.5321984881957745,0.5508692032323024,0.5589954688886579,0.5265615817773337,68.0,62.0,65.0,0.5265615817773337,72,Silver,72,0.5931704999087678,68.0,Tier 2,Tier 2,False
Bhutan,0.3877174839763055,0.6515967997708036,0.5044604927782498,0.4978538531478085,True,True,True,True,False,False,False,False,4,1.0,A,0.4054733398520378,0.6529101846909592,0.5091087596814661,0.6066194023990916,0.5230607600077919,0.5305833599201636,0.5238146392116695,0.5258195863798749,73.0,70.0,77.0,0.5258195863798749,73,Silver,73,0.5064810051738877,91.0,Tier 2,Tier 3,True
Viet Nam,0.6580034498101853,0.4389350895634804,0.653101138348785,0.2704846192420818,True,True,False,False,False,False,True,True,2,0.5,C,0.6925865878219208,0.4123548845042616,0.6617868788799126,0.2098894359351003,0.5434657984928013,0.5379885606671596,0.5551057916457512,0.5257688459444916,63.0,68.0,67.0,0.5257688459444916,74,Silver,74,0.6013712411320392,63.0,Tier 2,Tier 2,False
Georgia,0.4260787474964091,0.5884643755050036,0.637213254035684,0.4096519846418876,True,True,True,True,False,False,False,False,4,1.0,A,0.4462228731528339,0.5814970503943908,0.6454674375477255,0.4527185261313548,0.5103205430319608,0.5276696484470622,0.530527664924427,0.5228392854678167,75.0,72.0,75.0,0.5228392854678167,75,Silver,75,0.5396219474274819,82.0,Tier 2,Tier 3,True
Republic of Moldova,0.5928091606796755,0.4837633977746219,0.598289078286859,0.3233378088130827,True,False,False,False,False,True,True,True,1,0.25,D,0.623333476423408,0.4630630591356043,0.6054859780897854,0.3021114299394088,0.5236657762701341,0.5238765255348202,0.5388312426257815,0.5191559387659814,72.0,73.0,72.0,0.5191559387659815,76,Silver,76,0.5711032459016566,74.0,Tier 2,Tier 2,False
Iran (Islamic Republic of),0.5408427161205154,0.526401738309983,0.6523143827767136,0.3072934820839419,True,False,False,False,False,True,True,True,1,0.25,D,0.568131739859707,0.5112940208679586,0.6609787529426786,0.2741161506492102,0.5018291043950205,0.5073116343694963,0.5189493372179889,0.5178327395611362,78.0,82.0,79.0,0.5178327395611362,77,Silver,77,0.5761637269089114,73.0,Tier 2,Tier 2,False
Kuwait,0.4451672017271014,0.5619613041168726,0.3539719626168224,0.5664796184894159,True,True,True,True,False,False,False,False,4,1.0,A,0.4664997235471563,0.5515177264840079,0.3545325624522744,0.7263625053460374,0.5249547870723033,0.5153717887226115,0.4980869237596162,0.5128044998515102,71.0,80.0,87.0,0.5128044998515102,78,Silver,78,0.46169165040563576,100.0,Tier 2,Tier 3,True
Dominican Republic,0.49687845562053,0.4837470816098899,0.7787807986406118,0.2916710080424913,True,True,True,True,False,False,False,False,4,1.0,A,0.5214303819560455,0.463044602875184,0.7908803316243046,0.2468569498502177,0.490344659922414,0.5155997249814023,0.5320665130904088,0.5126702993314083,82.0,79.0,73.0,0.5126702993314083,79,Bronze,79,0.5762899125661082,72.0,Tier 3,Tier 2,True
Türkiye,0.6721103858304366,0.3942686577959002,0.6518347634554611,0.2496399539858883,True,True,False,False,False,False,True,True,2,0.5,C,0.7075717839906595,0.3618298187007191,0.6604861058903263,0.1735181854981498,0.5374010589584991,0.531954409256447,0.5468159448344665,0.511667612293476,64.0,69.0,70.0,0.511667612293476,80,Bronze,80,0.5926001004105802,69.0,Tier 3,Tier 2,True
Benin,0.4745324592805576,0.4278812747746087,0.5841121495327103,0.4796786347655915,True,True,True,True,False,False,False,False,4,1.0,A,0.4976931835835786,0.3998512056231274,0.5909239664012217,0.5749059922099085,0.505271622392039,0.5194095703687885,0.5034362532930955,0.5093724820179744,76.0,77.0,85.0,0.5093724820179744,81,Bronze,81,0.49368772961385127,93.0,Tier 3,Tier 3,False
Montenegro,0.4093138007105392,0.5286793346803573,0.7875955819881053,0.3333746476230859,True,True,True,True,False,False,False,False,4,1.0,A,0.4284141855693589,0.5138703562037621,0.799934547834624,0.3196244182012598,0.4825375651334098,0.5174986036056684,0.524218333884599,0.5080848342078924,87.0,78.0,76.0,0.5080848342078924,82,Bronze,82,0.5531908411100817,77.0,Tier 3,Tier 2,True
Ghana,0.5177079893507044,0.4831825899719507,0.6282922684791844,0.3350681388628944,True,True,True,True,False,False,False,False,4,1.0,A,0.5435567068080145,0.4624060701779488,0.6363041343951129,0.3225793418346607,0.4913684132763521,0.499511989095677,0.5137185983990549,0.501533000257028,80.0,85.0,82.0,0.501533000257028,83,Bronze,83,0.5443636653007008,78.0,Tier 3,Tier 2,True
Colombia,0.6453604551979052,0.4377352101445263,0.6541762347296401,0.2117285367743431,True,True,False,True,False,False,True,False,3,0.75,B,0.6791564741421433,0.4109976239351965,0.6628911777260054,0.107367655716381,0.4847712654847494,0.476064466558195,0.516567548337352,0.5011577004054464,86.0,91.0,80.0,0.5011577004054464,84,Bronze,84,0.5954071818091872,67.0,Tier 3,Tier 2,True
Bangladesh,0.5512465092727128,0.2813061278746889,0.6637638062871708,0.4272125185465458,True,True,True,True,False,False,False,False,4,1.0,A,0.5791832453787545,0.2340506558765595,0.6727391731209774,0.4833593912449411,0.4911770441361823,0.5093350571785956,0.494807269241715,0.4984397901854976,81.0,81.0,88.0,0.4984397901854976,85,Bronze,85,0.5020491241406799,92.0,Tier 3,Tier 3,False
San Marino,0.3385482993830599,0.7315062845905829,0.5259708395098438,0.3767910414534623,True,True,False,False,False,False,True,True,2,0.5,C,0.3532430131865609,0.7433009282331147,0.5312033844032604,0.3953804216518167,0.487781453436379,0.5051374263705992,0.5225370052697557,0.4930106551350054,85.0,83.0,78.0,0.4930106551350054,86,Bronze,86,0.5163774187168076,89.0,Tier 3,Tier 3,False
United Republic of Tanzania,0.4235684629791386,0.5002668069016047,0.6409384645009437,0.3697029118579248,True,False,False,False,False,True,True,True,1,0.25,D,0.443556305028002,0.4817311237005648,0.6492938345959295,0.3830125503773066,0.4525496240116382,0.4699291415655103,0.4740812376682499,0.4854324142051015,93.0,92.0,93.0,0.4854324142051015,87,Bronze,87,0.5099455251417516,90.0,Tier 3,Tier 3,False
South Africa,0.5727305175621046,0.4668883332338004,0.5044604927782498,0.3105128330477938,True,True,True,False,False,False,False,True,3,0.75,B,0.6020047906275016,0.4439745912946858,0.5091087596814661,0.2797335025573154,0.4976968063917769,0.4879045944177651,0.5043796735076558,0.4819459755063374,79.0,87.0,84.0,0.4819459755063374,88,Bronze,88,0.5303433917585988,86.0,Tier 3,Tier 3,False
Uzbekistan,0.6344231222816007,0.3713456332124479,0.5398258283772303,0.287282395255344,True,True,True,False,False,False,False,True,3,0.75,B,0.6675382120986818,0.3359001153494031,0.5454347114650376,0.2391993869778799,0.5035474418519256,0.4944782097831199,0.507236178582285,0.4792116715304738,77.0,86.0,83.0,0.4792116715304738,89,Bronze,89,0.5366560728166223,84.0,Tier 3,Tier 3,False
Costa Rica,0.5350895708785564,0.6196565913730386,0.4689889549702634,0.2405479830122125,True,True,True,True,False,False,False,False,4,1.0,A,0.562020419165104,0.6167805663799829,0.4726737209556016,0.1576538696559563,0.4749755384100291,0.4565055541481158,0.5016452552169225,0.4777087825916891,89.0,95.0,86.0,0.4777087825916891,90,Bronze,90,0.5543105402332018,76.0,Tier 3,Tier 2,True
North Macedonia,0.3794552652239404,0.4750930531211059,0.8496176720475787,0.2259479988698936,True,True,True,False,False,False,False,True,3,0.75,B,0.3966967374335193,0.4532554761964126,0.8636413221337406,0.1321787817574828,0.4731376887711466,0.5203065611906347,0.5162030298267692,0.4600058248788774,90.0,74.0,81.0,0.4600058248788774,91,Bronze,91,0.5384677596611794,83.0,Tier 3,Tier 3,False
Ethiopia,0.4576270522875272,0.3197001893962491,0.5929269328802039,0.4300185938850485,True,True,True,False,False,False,False,True,3,0.75,B,0.4797352911156993,0.2774806413953509,0.5999781826115413,0.4882556305285777,0.4237675657799565,0.4401117179326755,0.4365783570514624,0.4590409868498292,100.0,99.0,106.0,0.4590409868498292,92,Bronze,92,0.4520487709387052,103.0,Tier 3,Tier 3,False
Morocco,0.4340845645761779,0.4499010939512184,0.796516567544605,0.2001909856827422,True,True,True,True,False,False,False,False,4,1.0,A,0.4547271110156237,0.4247592354086593,0.8090978509872369,0.0872361182210958,0.4235948378483402,0.4553380534379773,0.4805425593010063,0.4531584835291079,101.0,96.0,92.0,0.4531584835291079,93,Bronze,93,0.5407381306772269,81.0,Tier 3,Tier 3,False
Kenya,0.6230120368442038,0.3828781232875737,0.4955395072217502,0.2175382202561744,True,True,True,True,False,False,False,False,4,1.0,A,0.6554167029678434,0.3489452545482623,0.4999454565288535,0.1175048035323823,0.4439662507761795,0.4264841807135499,0.4637480562999543,0.4447328292632279,94.0,107.0,95.0,0.4447328292632279,94,Bronze,94,0.5230513955699361,87.0,Tier 3,Tier 3,False
Tunisia,0.4144454671830577,0.4221027110740237,0.796516567544605,0.2013285318234645,True,True,True,True,False,False,False,False,4,1.0,A,0.4338653358866806,0.3933147015938548,0.8090978509872369,0.0892209894128029,0.4083024163224009,0.4429839653570909,0.4647768000645942,0.4386877272480286,107.0,97.0,94.0,0.4386877272480286,95,Bronze,95,0.5223288940399266,88.0,Tier 3,Tier 3,False
Nigeria,0.5835579640472963,0.2750575090100442,0.5751911639762107,0.2713867808869889,True,True,True,True,False,False,False,False,4,1.0,A,0.6135063250042221,0.2269824423026564,0.5817606632486091,0.2114635915628467,0.4310619071295168,0.4315132772205194,0.4474271436192627,0.436667442656433,95.0,104.0,99.0,0.436667442656433,96,Bronze,96,0.49056760204836275,94.0,Tier 3,Tier 3,False
Mongolia,0.427361966866255,0.433235355213235,0.4867247238742566,0.3697003596208008,True,True,True,True,False,False,False,False,4,1.0,A,0.4475859823323936,0.4059075494091425,0.4908912403185339,0.383008097052944,0.4305592367783763,0.435177995493147,0.4378044794744089,0.4345139039153107,96.0,103.0,105.0,0.4345139039153107,97,Bronze,97,0.4468412739225752,104.0,Tier 3,Tier 3,False
Panama,0.3780987882333529,0.4550758091891383,0.5751911639762107,0.3411463829258876,True,True,True,True,False,False,False,False,4,1.0,A,0.395255809809466,0.4306126877119674,0.5817606632486091,0.333185093201493,0.4190437023390919,0.4366759394309758,0.4403065440885326,0.4320087286195333,103.0,101.0,102.0,0.4320087286195334,98,Bronze,98,0.45566112032978345,102.0,Tier 3,Tier 3,False
Côte D'Ivoire,0.4542193619161699,0.4478760167243679,0.4909609358329809,0.316678098376859,True,False,False,False,False,True,True,True,1,0.25,D,0.4761154470458174,0.4224685406722568,0.4952425190142193,0.2904910948015493,0.4654293510825033,0.4796994618042415,0.4858080024777245,0.4315842818121324,91.0,89.0,91.0,0.4315842818121325,99,Bronze,99,0.46535344353852526,98.0,Tier 3,Tier 3,False
Botswana,0.3540654446025904,0.5953814693423877,0.477909940526763,0.3168220363280914,True,True,True,True,False,False,False,False,4,1.0,A,0.3697262144118066,0.5893214188848412,0.4818370241082143,0.2907422479482807,0.4222078793634229,0.4263058299063321,0.4449482915599245,0.4311540002765598,102.0,108.0,100.0,0.4311540002765598,100,Bronze,100,0.4647600678204464,99.0,Tier 3,Tier 3,False
Nepal,0.4195563972366614,0.356052234405786,0.4584846356153159,0.4445753857549452,True,True,False,True,False,False,True,False,3,0.75,B,0.4392944587910452,0.3186007710658229,0.4618840764649083,0.5136553534865306,0.4546853592079495,0.4789980582574027,0.459632850930832,0.4297022099377396,92.0,90.0,96.0,0.4297022099377396,101,Bronze,101,0.4096089131457015,112.0,Tier 3,Tier 3,False
Jamaica,0.4529910857618803,0.4980929489582634,0.4424384027187765,0.297716791509383,True,True,True,True,False,False,False,False,4,1.0,A,0.474810701699628,0.4792721335531899,0.4454019853823497,0.257406061666564,0.4249435657309249,0.4177127499682641,0.4399578478475296,0.4275380545155728,98.0,113.0,104.0,0.4275380545155728,102,Bronze,102,0.46825734722614676,97.0,Tier 3,Tier 3,False
Senegal,0.4393420098712652,0.4862027587609999,0.3539719626168224,0.3666662555199322,True,True,True,True,False,False,False,False,4,1.0,A,0.4603118708089762,0.4658223768038851,0.3545325624522744,0.3777139770108061,0.4277408230200933,0.4148437603139322,0.4258876408398562,0.4228240747246272,97.0,114.0,108.0,0.4228240747246272,103,Bronze,103,0.4336206994055706,105.0,Tier 3,Tier 3,False
Namibia,0.3713029329026881,0.5334794626326764,0.6095773646030872,0.2090060451571411,True,True,False,True,False,False,True,False,3,0.75,B,0.3880368626817419,0.5193000888029168,0.617080884160867,0.1026172592382062,0.394302827487721,0.4101778795832324,0.4404171879772132,0.4137588415524626,113.0,115.0,101.0,0.4137588415524627,104,Bronze,104,0.4882272878013078,95.0,Tier 3,Tier 3,False
El Salvador,0.3990931516101961,0.3969775670809071,0.503982176866726,0.3408857799468186,True,True,False,True,False,False,True,False,3,0.75,B,0.4175572261615459,0.3648940397379621,0.508617451442903,0.3327303746392211,0.4184528192071575,0.4401892334802549,0.4400812074618864,0.4082676976291005,104.0,98.0,103.0,0.4082676976291006,105,Bronze,105,0.426346756798929,107.0,Tier 3,Tier 3,False
Cabo Verde,0.3131951075720809,0.5983001913788477,0.5247252264345423,0.2561043729188966,True,True,False,True,False,False,True,False,3,0.75,B,0.3263113993870952,0.5926229725822966,0.5299239371776645,0.1847977621693053,0.4048323262471787,0.4259857815552862,0.4490694709247082,0.4065922870375396,109.0,109.0,98.0,0.4065922870375396,106,Bronze,106,0.45967646026372133,101.0,Tier 3,Tier 3,False
Ecuador,0.6220218479573252,0.3404036848024685,0.3893372982158029,0.1945621115089828,True,True,True,True,False,False,False,False,4,1.0,A,0.6543648675662593,0.3008996929373596,0.3908585142358459,0.0774144593104996,0.4068331199399053,0.3785311615947834,0.4193606823579235,0.401574987964204,108.0,132.0,112.0,0.4015749879642041,107,Bronze,107,0.47915938129567537,96.0,Tier 3,Tier 3,False
Fiji,0.3599455796739829,0.581653791059161,0.3274214103653356,0.3227530387539071,True,True,True,False,False,False,False,True,3,0.75,B,0.3759724309833572,0.5737931615080496,0.3272608268790226,0.3010910816628163,0.4111661270564155,0.3999069435553917,0.4154341378994541,0.3982458980948024,105.0,122.0,114.0,0.3982458980948024,108,Bronze,108,0.4214988756347005,109.0,Tier 3,Tier 3,False
Armenia,0.3862511205546053,0.4808759404353455,0.362786745964316,0.346327246173746,True,True,True,False,False,False,False,True,3,0.75,B,0.4039156845612435,0.4597968709423994,0.363586778662594,0.3422250308714665,0.4007412695454723,0.3939662538265883,0.4031476673470805,0.3966389537688679,111.0,127.0,118.0,0.396638953768868,109,Bronze,109,0.40966235058498773,111.0,Tier 3,Tier 3,False
Seychelles,0.2132804885327768,0.6577219598234414,0.3350957773152515,0.3779320618281072,True,True,False,True,False,False,True,False,3,0.75,B,0.2201763630986063,0.6598387460841568,0.3351436499618641,0.3973713549332969,0.4241796047386161,0.4574169130178539,0.4575590323332062,0.3842670601868656,99.0,93.0,97.0,0.3842670601868657,110,Bronze,110,0.38113068586590454,116.0,Tier 3,Tier 3,False
Mexico,0.500762320526709,0.3467610006428698,0.362786745964316,0.2448524026908713,True,True,True,True,False,False,False,False,4,1.0,A,0.5255560459151378,0.3080908606321857,0.363586778662594,0.1651645264208435,0.372129057281266,0.3546330947202454,0.3802795776455867,0.369013909882366,119.0,145.0,132.0,0.369013909882366,111,Bronze,111,0.4178031033493848,110.0,Tier 3,Tier 3,False
Kyrgyzstan,0.3000051028179664,0.4092232770434524,0.5929269328802039,0.2582999191353047,True,False,True,False,False,True,False,True,2,0.5,C,0.3123002201754467,0.3787459476962284,0.5999781826115413,0.1886287069362957,0.3971423838102034,0.4246490461730263,0.4214786855343627,0.3664417414382034,112.0,110.0,109.0,0.3664417414382035,112,Bronze,112,0.4089994102128494,113.0,Tier 3,Tier 3,False
Algeria,0.4499496834942319,0.3585966585677635,0.3451571792693288,0.2755542924048365,True,True,True,True,False,False,False,False,4,1.0,A,0.4715799498522154,0.3214789324306031,0.3454783462419549,0.2187353612579475,0.3626093858852771,0.3489401375203335,0.3673976998262071,0.3596490744106058,125.0,148.0,138.0,0.3596490744106059,113,Bronze,113,0.3933752809677071,115.0,Tier 3,Tier 3,False
Trinidad and Tobago,0.3066373395088269,0.4455109750341536,0.5923838454084177,0.1895207317474974,True,True,False,True,False,False,True,False,3,0.75,B,0.3193453622039762,0.4197932903265837,0.5994203434455831,0.0686179023210187,0.3362532506331205,0.3609445010149232,0.3841611687965552,0.3554303866454198,141.0,144.0,128.0,0.3554303866454198,114,Bronze,114,0.4240759206609829,108.0,Tier 3,Tier 3,False
Antigua and Barbuda,0.2048522291268782,0.6072894192836624,0.1503823279524214,0.4546139035781736,True,True,True,True,False,False,False,False,4,1.0,A,0.2112233827790601,0.6027912648196778,0.145412894076579,0.5311712714097483,0.362356425974792,0.3499033329393443,0.3447504596639836,0.3523367395260399,126.0,147.0,150.0,0.3523367395260399,115,Bronze,115,0.3095345861591896,124.0,Tier 3,Tier 4,True
Paraguay,0.3500533788601133,0.3713850121089205,0.5164647402523922,0.2345925387626072,True,True,False,True,False,False,True,False,3,0.75,B,0.36546436817485,0.3359446593449007,0.5214390743118277,0.1472623881136307,0.3513829132789323,0.37553557784197,0.3886042576803741,0.3499709021115541,132.0,136.0,126.0,0.3499709021115541,116,Bronze,116,0.3984870405413932,114.0,Tier 3,Tier 3,False
Pakistan,0.5032371872404733,0.2905122619104253,0.4689889549702634,0.1501952428715164,True,True,True,True,False,False,False,False,4,1.0,A,0.5281849912186396,0.2444643045506276,0.4726737209556016,0.0,0.3395641537984986,0.332209662525472,0.3674574038728265,0.3464104067322657,138.0,155.0,137.0,0.3464104067322657,117,Bronze,117,0.42932007300672537,106.0,Tier 3,Tier 3,False
Vanuatu,0.2438007646197809,0.4440861468859525,0.4197351896447051,0.3388281329013901,True,True,False,True,False,False,True,False,3,0.75,B,0.2525967500367242,0.4181815758220271,0.4220820929087535,0.3291400461268505,0.3650796953687789,0.400962540513136,0.3946215954679323,0.3435523964111124,124.0,120.0,121.0,0.3435523964111124,118,Emerging,118,0.34700183998750683,119.0,Tier 4,Tier 4,False
Togo,0.2933923915391562,0.3481284803612382,0.4408465156478736,0.3385973020780932,True,True,False,True,False,False,True,False,3,0.75,B,0.3052758191589574,0.309637704649525,0.4437668584422797,0.3287372761336887,0.3600686170858466,0.3940533706912755,0.3841368051766834,0.3407689254462136,128.0,125.0,129.0,0.3407689254462137,119,Emerging,119,0.34364857342977945,120.0,Tier 4,Tier 4,False
Maldives,0.1996851448508534,0.4499312203774921,0.2743203058623619,0.4547381138887519,True,True,True,True,False,False,False,False,4,1.0,A,0.2057346096404082,0.4247933133416767,0.2727173557325188,0.5313880023697982,0.3375350845293668,0.3442689875356053,0.3244785276127778,0.3354275332259167,140.0,151.0,155.0,0.3354275332259167,120,Emerging,120,0.28852646794625036,129.0,Tier 4,Tier 4,False
Tuvalu,0.0953299627086195,0.5357063741251519,0.2073599002837814,0.5408179286813268,True,True,False,True,False,False,True,False,3,0.75,B,0.0948825526536231,0.5218190912224844,0.2039381281850208,0.6815861688026609,0.4025267800816774,0.4569268551227644,0.4131583290147754,0.3337396284658702,110.0,94.0,115.0,0.3337396284658702,121,Emerging,121,0.25048623880561544,147.0,Tier 4,Tier 4,False
Uganda,0.3485503866280423,0.3342418160529067,0.2831350892098555,0.3680186843247699,True,True,True,True,False,False,False,False,4,1.0,A,0.3638678036618089,0.2939296079826359,0.2817715719428383,0.3800737907163432,0.3381174388191485,0.3317255232473856,0.3278165625039478,0.3325531748568273,139.0,156.0,153.0,0.3325531748568273,122,Emerging,122,0.32117961815789603,123.0,Tier 4,Tier 4,False
Guyana,0.2080413576428749,0.4210951410137612,0.2309659466616048,0.4729469762846325,True,True,False,True,False,False,True,False,3,0.75,B,0.2146110579163772,0.3921749744748107,0.2281853773061711,0.5631601170203687,0.3938364472484327,0.4383844757393876,0.4052789277493106,0.3272740763903095,114.0,100.0,117.0,0.3272740763903096,123,Emerging,123,0.2708172479366619,135.0,Tier 4,Tier 4,False
Barbados,0.1717337295172703,0.6669772305511315,0.2958987356554344,0.2728533184678624,True,True,False,True,False,False,True,False,3,0.75,B,0.176043013863243,0.67030797642204,0.2948819128320683,0.214022510354469,0.3700670465520151,0.4038589025657277,0.4199113776299543,0.327129323979612,120.0,118.0,110.0,0.327129323979612,124,Emerging,124,0.3542002432960629,118.0,Tier 4,Tier 4,False
"Venezuela, Bolivarian Republic of",0.2070694831611816,0.4855547105221325,0.192881821285005,0.4454227729710979,True,False,False,False,False,True,True,True,1,0.25,D,0.2135786771259165,0.4650893278761575,0.1890667862135494,0.5151339348058734,0.361575203427611,0.4009176463879757,0.3912506289140957,0.3266034848776059,127.0,121.0,124.0,0.3266034848776059,125,Emerging,125,0.28148071609714226,133.0,Tier 4,Tier 4,False
Bosnia and Herzegovina,0.3354885827102261,0.3881540341765276,0.3717077315208156,0.2549432841158808,True,True,True,True,False,False,False,False,4,1.0,A,0.3499928067280248,0.3549131757429771,0.3727500818152067,0.1827718120705635,0.3189595689072202,0.3181701933999199,0.3342443390992095,0.3237913671354498,149.0,160.0,152.0,0.3237913671354498,126,Emerging,126,0.3575429058345715,117.0,Tier 4,Tier 3,True
Saint Lucia,0.2017192548333025,0.4865113969740615,0.2258225987948967,0.4113072056160158,True,False,False,False,False,True,True,True,1,0.25,D,0.2078953578760301,0.4661714972822248,0.2229023224885729,0.4556066730907127,0.3593269991980561,0.399212200677522,0.3892036785324146,0.3206759741580185,129.0,123.0,125.0,0.3206759741580185,127,Emerging,127,0.28838173876186446,130.0,Tier 4,Tier 4,False
Democratic Republic of the Congo,0.2195818549234346,0.4754167610178115,0.2378935647888491,0.3826806237675022,True,False,False,False,False,True,True,True,1,0.25,D,0.2268700357259967,0.4536216429604667,0.2353011678904552,0.4056569826174254,0.3668329915805162,0.4049061062146978,0.3960377524880598,0.3173883628216353,123.0,117.0,120.0,0.3173883628216353,128,Emerging,128,0.2962622024420706,127.0,Tier 4,Tier 4,False
Burkina Faso,0.2873107980107238,0.3457137059670255,0.2477697536108751,0.3964978220282902,True,True,True,True,False,False,False,False,4,1.0,A,0.2988156018650487,0.3069061984525858,0.2454456201592669,0.4297662101873331,0.3204926192775459,0.3169928518008671,0.3060358281324323,0.3145070997369484,148.0,162.0,160.0,0.3145070997369484,129,Emerging,129,0.2869210509439103,131.0,Tier 4,Tier 4,False
Kiribati,0.1606657737509384,0.5066895171565442,0.1825764512835088,0.4390000363121789,True,True,False,True,False,False,True,False,3,0.75,B,0.1642859967400838,0.488996263211965,0.1784814950676905,0.5039270883230439,0.3842658742535376,0.4297343179332619,0.4054383983298776,0.3105154040056224,116.0,105.0,116.0,0.3105154040056224,130,Emerging,130,0.2642243634113014,140.0,Tier 4,Tier 4,False
Cambodia,0.3249565887217305,0.3055012264081449,0.2124044180118946,0.3840682768923968,True,True,True,True,False,False,False,False,4,1.0,A,0.338805118931113,0.2614192836614489,0.2091196683756954,0.4080782582150348,0.3153058192841262,0.3050509669886305,0.2966776602782753,0.305678148850344,152.0,164.0,163.0,0.305678148850344,131,Emerging,131,0.28116976593546117,134.0,Tier 4,Tier 4,False
Lesotho,0.2730036145402973,0.3863100548279978,0.3527020453839861,0.2813368227335033,True,True,False,False,False,False,True,True,2,0.5,C,0.2836176913748687,0.3528273324320622,0.3532281509038522,0.2288251303263529,0.3675567172497341,0.4028582374120647,0.3916824611697964,0.3046090065774642,122.0,119.0,123.0,0.3046090065774642,132,Emerging,132,0.3227470756621519,122.0,Tier 4,Tier 4,False
Solomon Islands,0.1387496350804999,0.3921028065990511,0.1979714332186131,0.5191449944200035,True,True,False,True,False,False,True,False,3,0.75,B,0.141005417827247,0.359379885497841,0.194294645487778,0.6437696958570021,0.3741430016108608,0.4281451962374277,0.3806947473458452,0.3017798670197852,118.0,106.0,131.0,0.3017798670197853,133,Emerging,133,0.21992821930047263,160.0,Tier 4,Tier 5,True
