state,value,timestamp
restored_48_full,0.12338595849785539,2026-06-06T13:47:03.824619
restored_48_full,0.6079718336814377,2026-06-06T13:47:03.824619
restored_48_full,0.5810741356260783,2026-06-06T13:47:03.824619
restored_48_full,0.45097702395222905,2026-06-06T13:47:03.824619
restored_48_full,0.43274805704204267,2026-06-06T13:47:03.824619
restored_48_full,0.296880818409494,2026-06-06T13:47:03.824619
restored_48_full,0.631903727528244,2026-06-06T13:47:03.824619
restored_48_full,0.7099814893392421,2026-06-06T13:47:03.824619
restored_48_full,0.0997011604493595,2026-06-06T13:47:03.824619
restored_48_full,0.4685743667072243,2026-06-06T13:47:03.824619
