,0
STABLE MEDIUM SYSTEMS,1.1375502693993398
HIGH CAPABILITY VOLATILE POWERS,1.0312641641041012
FRAGILE / TRANSITIONAL SYSTEMS,0.98036925799589
CORE STABLE POWERS,0.7732942077497182
